"SampleID","miR_01","miR_02","miR_03","miR_04","miR_05","miR_06","miR_07","miR_08","miR_09","miR_10","miR_11","miR_12","miR_13","miR_14","miR_15","miR_16","miR_17","miR_18","miR_19","miR_20","miR_21","miR_22","miR_23","miR_24"
"S001",-0.177136980739342,0.252812519712725,1.29875618023176,-3.3307353376903,-0.829628994093922,-2.69698647751635,0.838564576413511,-2.07338991924506,-0.456441882784537,-0.808583405976713,0.172832277745282,-1.18723713161086,0.80187944596945,0.22765036097186,-0.432304841767031,0.2631533612694,0.276834721536017,0.888288194142643,1.24889942047885,2.74947302509509,0.293529235866705,0.824345772604795,-1.1159920574386,0.675691772559092
"S002",-2.90725850778935,-2.80156905118531,-0.76582680441031,0.276260473505689,1.34652635123948,-0.132280082640688,-0.12046766487391,-1.39672151614006,1.86626126780666,-0.481575258908435,-1.27296365461163,1.73105052347623,-1.04694323389642,-0.184817976116395,-1.31491646784385,-0.870724065587779,0.0764258630627288,0.756670336245368,0.782896664641738,-0.373690431507528,-0.40426386272298,0.687913712610013,-1.31199521445335,0.600031336126579
"S003",-0.364348723468042,-1.13688670686863,0.740693844729644,-1.01052733986274,-1.61987924668819,1.10578518331992,-1.56878338035548,0.241486494135485,-1.49962714359999,-0.40355415106761,-0.867895426304398,-0.932578976179247,0.66021490071029,0.0027908059562317,-1.31889240132929,-1.44720887010305,-0.620345039604596,-1.78046747679825,-1.69755054205474,-1.6474584452061,-2.18028631923212,1.33576821950678,-1.94427492377333,-0.668039737846348
"S004",-0.50483758205573,1.02502613543296,1.1000053631449,0.0521830732815136,0.546131309063667,-0.162973852273515,0.769866018954183,0.464946871545162,-0.97319118768521,1.35931062031207,0.626321105019614,-1.8217240252774,0.738406460289091,0.8901603660231,-0.897461535908962,-0.604419309493949,-2.07901762761144,-2.11803541864227,-2.35708978610075,-4.39759772773504,0.197631551627362,-0.808845875084407,-0.162476765919751,-1.13095874875168
"S005",0.137011146407674,-1.56709294781092,-0.185863152529494,-1.56106906490804,0.0910898180595581,-1.18096941298358,1.14069142349903,-1.05701193732285,0.264459200381993,-1.92370812930642,-0.105630641120218,-0.544932308470753,1.81761437978326,0.93879164101737,-0.339224509304435,-1.0093462734179,0.790622936544615,0.358742655819343,0.533514368796771,1.26469176527066,1.92251770119656,-0.0994675295096023,1.02722187796802,-0.0374942074416229
"S006",2.91513279496325,1.71516300175515,0.420340450540242,0.97173397004454,-2.31379991423968,0.650834549167319,-1.19615824744463,-0.404804438450412,0.250767533443328,-0.325668059645363,-0.256321432943831,-1.02751150500745,-0.827792296606763,-0.840442509453582,0.956838270983034,-0.519251215011864,1.70645219234635,2.08173041044427,2.33833221877571,-0.205306103638383,-0.928119950106771,-0.797674770999511,1.04556362262399,1.99759667982211
"S007",0.0748493344642629,2.27213072188879,-0.542075077690494,-0.226291783572956,-0.067993731669957,0.877332548062815,-1.04790129648348,1.55199645082586,-0.21650703716186,0.564320947711312,-0.718732416592086,1.31691739619654,0.385752363943181,-1.14918015945899,1.03198607522885,0.822673502972738,0.129734417638648,1.58882614790301,1.33494875709339,0.744831452424259,-0.32898389270885,-1.7176681053504,-0.728451122940766,0.417160205492167
"S008",-2.70541007735347,-1.2038366611893,0.73553772064383,1.11342070453125,0.398153284449417,-1.22627895946418,-0.683921638839615,0.0196877345710972,0.0458228027862371,-1.69904504040224,-2.02013711395902,-0.10820829620101,-2.1576140524429,0.541842105808345,0.315113470463919,-0.367351095905507,0.191358566444259,-0.326770968790344,0.332175153889499,0.311306441054179,0.952071503050249,-0.312094291087325,-0.293095390311934,-0.7942308864472
"S009",-0.378546941049828,0.184299045686204,-0.502381020087535,0.514568050211903,0.0161878169215402,-0.31319308499966,-0.90904887147585,1.2042167991459,0.777142860125245,-0.532953963667761,0.389613011526456,-0.804881438069769,0.11963337101248,-1.1594246958672,-1.88684858247243,-1.31259403542799,-1.08042781497228,-1.75626427937304,-1.58410852895568,-3.08160618714559,1.64413385013785,0.480884995744134,-1.64199006433046,1.3456996334092
"S010",-0.972426803249026,-1.5142048226227,0.769367076152758,0.937697576181779,1.54200638660174,0.659091821623051,-0.0283654634678944,0.501131414743199,-0.316669894531928,1.57926677333114,-2.39199218106854,0.286401426830467,0.698817144872197,-0.0492092562943862,-0.642052538903651,0.165413441740852,-1.70872354655324,-0.589852497749014,-0.772250379903582,1.5171669605259,-0.764043429473188,0.3981995835995,-1.73738116597049,0.989050886622239
"S011",0.13879686029406,-0.753784795698031,-1.60926732868478,0.557936192540109,-0.451071157715636,-0.774219031421966,-1.94676179105663,-0.312518059338838,1.08146249192327,0.169913878585152,1.06256584817741,0.376561645333608,1.27823855805353,0.355100334622036,0.790953997363515,1.3269808955066,-0.229920598190456,-1.35424354378406,-1.15087315933588,-0.764238391358345,-0.530274074006959,-1.53285914020452,-1.01227852982924,-0.16258245719902
"S012",-0.0941530402988103,-1.75729013060122,-1.04788055351169,0.211012783762694,-1.38726881608173,-0.0415635378486401,0.144356316120814,-0.778892629870415,0.779681058048122,1.12044873084659,0.168675720197015,1.01789372391442,-1.12319555012796,0.493990535909609,3.10202943509742,1.96114916625519,2.06638423632458,0.725075293041694,-0.830646499146338,3.16275970778724,-1.7656211492018,1.29122978508191,0.672453565532264,-0.592149393172441
"S013",-3.32838850156122,-1.95762684559176,-2.44249892250621,1.51658512458091,-0.283017179291184,-0.24045008273736,-0.360075442830819,0.48245978622199,1.74402366816904,-0.0759696459214544,0.0977522084114628,-0.588493666126924,0.543395901376017,0.336309159632951,-1.0593368740623,0.625339656353224,-0.563612445236496,-1.62384655482742,-0.229429873571199,-1.0935355814901,0.215183533568899,0.921606245351757,-0.391914209461909,-0.838431201916464
"S014",-0.871963857618037,-2.98056535009762,-0.950462749457394,-0.433232872525924,0.173344527724339,-0.171975055718103,1.32243359811742,-0.635841600558254,-0.265195748903775,0.921370698373332,-0.474229399614807,-1.2153238213156,-0.0383538865947736,0.0790986219416811,-0.0786891196644092,2.46651488365697,-0.449878358668169,1.87805589449153,-0.892467133699163,-0.626931332958044,1.33180132859668,-0.724085415151949,1.20492009109863,0.574594455342327
"S015",0.354173525528588,1.41262428530637,0.0390140649798824,-1.29784149705717,-2.36581988963368,-0.171918069348525,-1.05823028197161,-0.0822358704733593,-1.04320655057155,0.560654327923194,-2.13362582106398,0.983200058272081,0.400450619822031,0.516812641717863,-0.122336272610002,-0.875213478672216,0.990053407316301,0.996645863397559,-0.458912956118151,-0.718964458421109,-0.0160349243723044,0.573933753842347,0.354274987714942,1.18610200622392
"S016",-0.205926924246858,-0.780575993862574,0.0770014006006778,2.02252934988147,-0.382232151635101,1.28608830547203,1.86150549149892,0.314367407481037,0.229612336723495,1.07235716267427,0.48090159684635,0.0527153578607894,1.08688005926184,1.15508564511843,-2.00342602246333,-0.0693570934483816,0.00629926386698809,-2.06458406831754,-1.26389312235308,-1.18395986471226,0.913289168335609,-1.75990865905637,2.09467690667718,-0.284796259232095
"S017",1.27574402926028,0.897810838417238,1.53748781205984,-0.280771388384867,0.638559987965075,1.09940955513666,-0.172989826753293,-0.0687907843037163,0.921544719142912,0.0307934272965297,0.306284684669853,-0.319996092878415,0.0574530922276725,0.114284939812984,2.65611156037409,2.23933934545959,0.352881925439,1.16647277996658,0.939061692303594,0.273817090403738,0.122893454051043,-0.913661932893341,-1.20643837032015,-1.90468219736761
"S018",0.830277356714038,1.97225169426169,0.648629160683369,0.953238504171681,-0.0936782207606184,0.474163165963491,0.10631297162772,-0.958444126350633,1.38650145678636,-1.00825319486967,-0.391143559149308,0.319335330008749,1.68581519337608,0.439803663914235,2.27533258960956,0.0384911769405153,-1.96927367508713,-1.04269766939838,-0.461234581689617,-0.602087846153081,0.333298321382398,0.843278144910845,-1.56023597714609,0.366820693430449
"S019",-0.137276409398497,-0.331606725214593,-1.41510825233069,-0.306332909990624,0.592440716447432,-0.211986710972251,-0.812325003072669,-1.08504482475601,1.94982855629447,-1.35857152556018,0.277444707418614,-0.0464511954438636,-0.806362604130703,0.224859482656072,0.747802356738,1.73393905977692,1.39686747339357,1.24959771010326,0.339711916138592,1.77881493174363,1.03453366872585,-0.427945566890583,0.673402750906882,0.32706882986923
"S020",-1.10859423022558,-0.55705404304713,-0.748916046191393,0.258262001823186,1.53716198184159,-1.66149711780966,-1.83208747258382,0.313344153920093,-1.95117437976701,0.761906154707767,0.808839105454085,-0.484775810781018,1.33422443870769,1.29957991113807,-0.550848777616887,-0.212489445735886,1.34073691920785,2.00671576151422,0.169334510591491,-0.352877700908695,0.627767622827208,-0.785931108082936,-0.426747621486164,-1.81650616752867
"S021",-1.30023529839034,-1.07220623416135,1.10929668526421,0.526532410487888,-1.82478276565966,-0.934289867724526,-1.55607579286399,0.63870967424455,-0.392496920297081,-0.423054127792956,0.475159892914551,-0.517997375021027,1.12851861297722,1.40847748285495,1.04319033991512,0.331437215484544,-0.881334498462778,0.37210756681925,0.9518561138475,-1.46228845346205,-1.84664443531782,0.18126807207226,-1.16967743294643,1.9896931083482
"S022",-1.08532193257637,-2.56358791238273,-1.58844349554777,-1.88416256460521,1.42008632153812,1.11239828283186,0.114659264127363,0.310299931848419,1.31480214570895,-0.817313668250331,0.654295387127521,-0.202747348204871,-1.62416029895713,-0.698742652880343,-0.451437642538551,0.374755388179152,-0.181833548233083,0.797543904204046,0.833990978515818,-0.483138095473351,1.23753168475706,-0.98233866170379,-1.56710593001018,-1.03744853512359
"S023",1.50493700932984,-0.0713631136688387,1.12032315711122,0.33094699895771,0.724392378630478,-0.89911777023736,-0.0253818877633789,0.511060927552335,-0.976139079085258,0.688527469023279,0.490071585434963,-0.353666845128828,-0.33394375499234,1.98163498506089,-0.595885812400569,0.0669450964110348,0.617289127740618,1.06562401058428,-0.661500017233413,-1.30390796981951,0.0618690050726705,-1.69942556383645,-0.816689144585687,-1.80421889767373
"S024",-0.447218906516817,-0.687963591811057,0.864075611840926,-0.943592183318653,1.38594059782077,-0.311530896365914,1.28494280064323,-1.10666673810774,-0.35928303894859,0.391716244294925,-0.623101158735094,0.134622001550192,-1.21151565244043,1.01525940814093,0.0372674695240436,0.282797787952312,-0.179373712976691,2.35018003612737,0.151419597300383,0.807055813478989,2.31262658194155,0.161515532679225,-0.0585536142271913,-1.71087306862341
"S025",-2.15471577695714,-4.03867312642882,-2.42696719897664,1.90365454427142,0.672720297605342,1.09191402139033,-0.117231376379925,-0.275742974917545,-1.22131075623623,-1.15303953669156,1.93595518155746,1.01857528619082,1.02002425610159,-0.204864569425223,2.89823636139259,2.34021641320033,2.05640013616114,3.09282853341212,2.03887575537031,2.48134332427441,2.56872841062338,-0.205045971136367,0.847997246266221,-0.920277007332428
"S026",0.587873694996375,1.63414660555609,-0.497185655716754,0.681237475593895,0.091300191866118,-1.30455317092394,1.28592279249105,0.751496651196743,-0.815893332005482,-1.6788615510466,0.558770239514847,-0.930034870787803,1.7558081840653,-1.0933215064426,-2.22490578893278,-1.77296767478179,-2.57982618251747,0.15234960540731,0.655966497136398,-1.65469605781481,-0.883526750557524,-0.197708729131696,0.521341116728113,-1.02635547195333
"S027",0.863888417058462,0.667129058559568,0.753570101075177,1.22175223046536,1.90299026964163,1.74335639516799,1.6994259664428,1.41047778890111,-0.719335722403379,-1.47789646815392,0.377639956001761,1.09070052875954,-3.03735330157043,0.266114014654524,-2.54892592827331,0.487689635933018,-0.927196640490091,-1.32533283149125,-0.690260860637989,-1.5234604151323,1.91132222316095,0.761530789270692,-0.0809801630146109,0.756686667748837
"S028",1.77453386188462,2.00713260552076,2.17423934220311,-0.277563567566576,-0.208665051854013,-0.111368799741484,0.269903083954096,-0.923589537309501,-0.833088726930861,1.49493990930779,-0.331467081981958,0.458810997153315,2.18498081648338,1.97054452329947,1.46041878267105,3.53305773745753,1.6120549878737,1.68618894498255,1.24882592973056,-0.252527023859451,0.266887497882044,-0.361650445168573,0.0677042214773625,0.479703272452702
"S029",-0.696838550391797,-0.888149566449724,0.269479206666213,0.0836000568027311,-1.99543620716839,-2.41498916387205,0.984497860876444,-1.65947636914765,0.558871198532564,0.457728973525768,-1.71136805839676,-0.870863053527222,0.141766880191631,0.299882733241672,0.133395572981721,0.251648739250679,0.135018359863917,0.772061005123013,-1.051281431691,0.0663656019330221,-0.351860144184572,-0.284077129912569,-0.387454409304862,-0.716140938302438
"S030",-1.94691315458629,-0.625420933738728,-1.17604321141641,0.33226335311816,0.0516877565638259,-1.03359154893145,-0.396763383629101,0.114304118513147,-2.11768370520495,-0.271607998545952,-0.239671568134344,-0.343589085200269,0.137354308170872,-0.606553385962444,0.306572434623918,-2.00690691120351,0.266627705921603,-0.620122372783408,-0.264809968714656,-0.942907662082177,0.122587901042255,-1.4375454413273,-0.0172287253227738,-0.854018493766728
