"SampleID","mRNA_01","mRNA_02","mRNA_03","mRNA_04","mRNA_05","mRNA_06","mRNA_07","mRNA_08","mRNA_09","mRNA_10","mRNA_11","mRNA_12","mRNA_13","mRNA_14","mRNA_15","mRNA_16","mRNA_17","mRNA_18","mRNA_19","mRNA_20","mRNA_21","mRNA_22","mRNA_23","mRNA_24","mRNA_25","mRNA_26","mRNA_27","mRNA_28","mRNA_29","mRNA_30"
"S001",1.34558008562129,-0.0660768366765978,-0.0299991293518407,-1.32919951517025,-0.248482933189933,-1.60806017494469,0.941924217330924,0.226563573879377,-0.746516451736768,-0.40463684004168,-0.601382997836582,0.0799210865490335,-1.22133337042893,0.381148939361978,-0.0876288878345794,-0.0253477563055827,1.82681424826624,2.0070501936227,-0.0453796547881612,-1.21147611462764,-0.685661664496834,1.45176227538026,-0.976293562011762,-0.820473392742007,-0.184349380412772,0.760560550871686,-0.450398744367244,-1.61592686996966,-1.06975411357875,0.676586019302704
"S002",1.12817789916727,0.141331248215769,2.45311823822541,1.4419616055209,0.422320385832393,-1.94978379604199,-0.248614037279559,0.421643579753211,0.0366061204319243,-0.145769224262472,-0.135816136579885,-1.55957109789405,-0.452985993615507,-0.417468601097774,0.970078570417663,1.50647391377628,-0.557732993343107,-1.72419594119037,-0.391430120548043,1.42255188287868,-0.79271446858291,-0.834997129573646,-1.0083744977457,0.359761528557581,-0.263044660917602,-0.171825915244101,-1.37722783470441,1.68090301749135,-0.0159038650102378,-0.693678141249576
"S003",0.707950788721598,1.51199192661994,0.383813290256821,0.515829751102168,0.987653293639674,-0.340699918230981,0.0964788597064851,0.00483794372409907,0.323309624203048,0.71946636806737,-0.987272784920511,-0.171497956746292,-0.702319931281128,0.092861420787736,-1.20676618434558,-0.714182297021499,-1.08485348075706,-2.02995261285673,-1.28220553097131,-1.68236566816561,-0.407004152261873,2.0014571533496,-0.256399512370766,0.633324928437982,-0.525646241251671,-0.265263394261249,1.04859151359238,0.558235768607064,0.538930717398302,-1.12948331148021
"S004",0.383666650473427,-0.522841655861694,0.485876187126828,-0.652663433235122,0.835568172035023,0.17472552733132,-0.433930941301739,0.618983915096519,0.379676032401592,-0.491090752219327,0.831925014618268,-0.418607092832335,-0.674380385485126,-0.663584535776221,-2.71263264457511,-2.80065070597629,-2.30659717538182,-2.99457227241593,-0.0173796157346753,0.299945905933384,-1.14867061145898,0.820293024018973,0.882816739912026,0.0978159188655356,-0.67522749773812,-0.423995996873209,0.30555621676614,-0.376390838734751,-1.7847166263677,0.84732831798785
"S005",1.45634476508885,0.584231117275597,0.905603814948981,1.15673588278358,-0.660521859045705,-2.27777756077723,2.17866786745157,0.431133944485928,0.876556495795362,0.475958438418499,-0.795059516415481,0.491286818033161,-2.30302319048591,0.802827389507556,0.228430847917902,-0.445768039643487,0.781391497302368,0.912571647956308,0.0321488611020631,0.657529778666578,1.11576046554672,-0.361525358178745,0.376027123503681,-0.801183755949992,-0.156788604665715,0.689272118280285,-0.918748616451352,-2.02756608489503,-0.450105347817872,-1.28432033562367
"S006",-1.51109056951298,-2.64321838140771,-1.46285338880278,-1.72384684015551,1.56406949329184,0.290524480947084,-2.95877961913012,0.558312370187223,0.933387987569637,0.573153668052675,0.340464612015827,-0.53122843123103,-0.149332904782873,-1.70308264539455,0.807365810821201,1.6121919834649,1.54334568350765,0.891777145299623,1.89701785295851,0.831173111315934,-0.879456778170003,-2.12565181990003,0.104450888453636,-1.10229315336733,0.969242741689339,1.05045042906015,-0.845222587052554,0.397905309906828,0.478496474306168,-0.951203283276817
"S007",0.266280038630513,-1.25300399258575,-0.762872492703893,0.373101977075002,-1.62297593529155,0.422306357473614,0.0808882391991137,0.495961280672009,-2.42880752268242,-1.01885957771565,0.870429820346914,0.482220117734896,0.948689589970129,0.153907072564843,0.996771808973632,0.501529489402384,0.706410202550662,3.1936107256806,1.59568184384205,0.849747633987494,1.27932293753161,-0.39804944688126,1.57174942774957,-0.851657012572341,1.86326613150228,-2.19402499653358,-1.22732567518176,-1.39689726524874,-0.346428572747648,1.01151549368614
"S008",1.31682276536352,0.611199625824957,2.40442544055235,2.12567040526523,0.863896373478988,1.29473736320671,0.110137804617221,1.66188574094578,1.72799402342117,-0.0618722344363663,-1.18216100524638,0.536291040049325,1.15636246052357,0.0260754999213632,0.558069102456617,-0.065419971548499,-0.336336841792385,0.0140250010229037,0.260428641711211,1.33546075901948,-1.45427725484716,-0.347597923190669,-0.268640998188145,0.519418173048002,1.01885748883875,-0.502965563297584,0.351529308690375,-1.18227052196702,-2.04428657828086,-0.106991612669397
"S009",1.91196400248267,-0.639952041344808,-1.35285520942641,2.85940565843887,-0.5116027734362,0.164714018573954,0.213448326312653,-1.0550346122045,0.456002646277211,-0.538305101604451,1.02289397573496,-0.279324207858902,2.07435248589762,1.05586337908511,-1.563983232902,-1.30883100385605,-1.61432651033835,0.188591192216291,-0.583182356683348,-2.95274936665537,0.84222876919352,1.44495230883333,1.84852188608278,1.78231561329573,0.0456918216264974,0.880319117538282,0.880826582309925,0.542324933740678,-1.48362599388729,1.58067688954012
"S010",0.850017634990109,2.20040697962712,0.87924420919692,0.117654129483318,-1.9173650254454,0.204953840800235,-1.55781961263232,1.50832468678,-0.570360345745652,0.416954726110764,-2.10843457624333,-0.0435072647005839,0.265289970321459,-0.224467114350504,-0.650695823144007,0.34378329549658,-0.277185085805309,0.509579405959733,-0.961647772179185,-0.61921805778759,-0.603215007812732,0.376236073898798,-1.51059647026223,-0.600027010216181,-1.20179167247776,1.54835282944109,-0.453966879586077,0.734721150305722,-0.922956472241783,2.70884536477196
