# synthetic, for demo only -- NOT real scRNA-seq metacells
# rows = genes, columns = metacells (pseudobulked cell groups)
Row.names,MC00,MC01,MC02,MC03,MC04,MC05,MC06,MC07,MC08,MC09,MC10,MC11,MC12,MC13,MC14,MC15,MC16,MC17,MC18,MC19,MC20,MC21,MC22,MC23,MC24,MC25,MC26,MC27,MC28,MC29,MC30,MC31,MC32,MC33,MC34,MC35,MC36,MC37,MC38,MC39,MC40,MC41,MC42,MC43,MC44,MC45,MC46,MC47,MC48,MC49
DriverA,35.29251307902697,24.656472392347712,36.27153389754348,35.01227338637618,30.747460867257555,31.760949700167213,33.38847611102898,35.2403048775209,32.87792005936878,37.50100932389052,35.23937683740158,31.640285782357836,32.586454242987806,34.682738870486936,36.18512209480698,36.04004642653037,33.70721874498678,34.44848514262661,33.924696875834165,36.46596977579394,31.041266451081338,35.80852807836452,28.442790810798265,35.35309887750748,34.76863844698227,33.99887754426744,27.602172009006836,38.70017221029383,36.69523343517701,34.0763449992563,35.37612199219464,31.181853546463614,35.536819460346145,38.680261441363335,30.465743230865446,42.07827244919437,32.689213119412805,36.48222361882596,31.521667654534383,35.17121689841024,30.178181833029765,32.02301795920227,33.31426816008609,32.032535168760646,33.275710099021865,36.927858591237325,30.168744338199946,30.412740479537256,34.14117776470607,32.30743098648344
DriverB,12.988752831742008,16.396098369814283,14.306899433035573,17.008420588892534,15.88071978551603,15.396355292657187,15.79528012658206,19.06972124424518,19.942313491331273,15.521187132127164,12.910097291095003,11.466125193570974,9.299265539856526,12.472132146698929,13.443040894745915,15.842393353371573,10.358383517896065,20.2890736039915,19.19066723732205,19.735511075354736,14.461329355743256,16.73200378323921,13.157907044174024,20.649428696804343,12.36092481237927,14.45912403237758,20.27024762528789,23.469436338244385,15.724820563235818,14.757297322970931,8.478604189057386,21.131356049573768,16.9245465339778,10.348177538493154,18.614070680430675,17.84164384611796,14.936801130533901,14.326490893262802,18.190375974509305,16.70183600144344,17.460500926112875,19.679484197829566,19.579569860237726,18.28153931641751,17.755854112259293,12.165445828661955,12.653622498941187,18.455568154012205,17.941608335341435,17.5545452228057
Decoy1,27.521041569463666,23.337989959870143,26.694770296671106,22.033356963510787,25.18714042048729,27.78797784978292,22.96940659635673,30.858723800489727,28.402238481669915,29.116321463259887,24.366530796276724,20.83315168752774,22.904230507824845,26.655000914934966,24.162990899860528,27.164095505076098,25.451364752135195,23.23073874039607,27.802645867178487,29.055234099813404,22.803552362988395,26.535722866062546,25.46978253746176,25.84263897883401,24.687677603313514,21.241955707410018,29.228571272658463,21.869224398759986,22.388120985545637,26.968811777270737,25.53962439952569,22.611888874167676,23.027357870557882,24.523907527488767,23.69175346009304,26.93957897214984,21.507342645229947,26.089962037451272,29.591604453643924,25.60408657769184,22.335119775551533,22.83088455467476,25.130993428215884,23.12735773835109,28.703806816009568,19.47884890761133,29.91688845407122,18.92503055943649,24.876973380150186,21.751083386407377
Decoy2,24.460549716324284,19.677898970268576,18.600796456576536,20.979925053552922,20.766973888708634,16.194909603143756,23.363548431325142,14.82212352596623,25.52901193671098,21.009805375289943,24.8590203379429,20.198325444635977,19.620678799570378,23.9552444243173,20.247580727281246,17.357181756998674,21.738769372982436,17.86879118284422,21.96127833350162,26.136818503842953,24.888005126307455,22.00555519342829,21.502843816293982,21.049643811018637,20.0873638126845,23.06522164846783,21.52634471178396,20.854902544117735,22.81014321896201,15.944869805577177,27.869440539595658,23.890401527539588,17.818710036092877,22.345139533789222,18.612744553482074,20.382194978443433,19.314671729756988,25.275582504521807,16.23779959857596,20.936819790751862,17.052811108659697,21.938651136092222,21.04687594571645,17.779840247307323,26.31920324432077,26.690328752073604,20.307452492263604,23.56578457619733,21.553579964010616,22.73032212380284
MidTF1,42.97508261226916,28.20219824359475,44.5234495380262,39.040087121228936,34.949912997961924,39.98015238118627,38.461389971186094,35.79210163232546,37.824309535912434,39.66676171784985,36.52980436463036,34.189494975550545,37.72072956920672,37.043621888443916,38.045836737087896,39.936453519287504,39.05496148211925,37.63155715830915,35.86129098703398,36.79795097043906,33.8932083947113,42.14142304847384,34.72053967909812,41.554078603911705,39.00999751893946,38.81078062702157,34.3688398829069,41.75262879209249,42.11228960420175,34.89165137646974,41.363232868435475,34.69118998625656,37.85615987361637,45.01473868643379,32.61865477928082,45.30353669294598,40.25013627118674,39.068357911292324,34.63818259813276,38.41691080867505,36.10869253353266,32.80495198502975,40.33380418495232,36.00006385212056,37.158781462424464,39.835108549041365,34.23827549971731,37.72624140561527,39.12724467046508,34.91042222599344
MidTF2,35.82395988465431,40.47830932521943,37.80761311713628,39.41426558191502,40.181310747310796,39.28341183860522,36.744247363584975,37.84782586061053,43.41892713174716,42.3820318831274,34.8104774220619,34.944875839988484,36.09673581207116,39.55964609301662,37.03455211540063,41.43909998745101,35.78837835044743,41.60050454260301,37.742643816608194,40.42364801159566,38.506437309213055,40.53288919957253,35.65768861273436,41.302455108484665,32.78542130431446,34.40544033347359,42.45192412866099,42.26083285638268,38.809690739595304,36.423111003530934,31.840009075227375,47.67744924050433,39.954254527717545,33.59134599591651,40.944420847094065,37.688464530166044,40.84965919774128,39.34921686698132,39.867646994100625,40.127362045075515,38.96926844712799,42.98753336073744,39.424259869911715,41.5439200645523,43.565536106853294,36.71275334648833,35.05417266161276,43.05616167171879,44.62167309068803,41.85407751875623
MidTF3,41.83483062514624,37.01352291841286,41.91463038177898,41.51984948783439,35.92027597466275,43.787812365310714,38.64722877783508,47.07866964881377,42.021188564214384,38.465563855945305,43.34399155734309,34.48935936477544,39.90519343970978,40.75947696775732,39.134879396220015,41.65770413162326,39.05321561753738,38.913634479066474,42.459181723545655,44.352072194984814,38.48185248892475,41.56581923522425,42.81462429880194,38.623613628953045,39.73344451843037,38.06012557325201,44.944986126555115,37.42956011767563,38.130343348599695,40.55146314026108,42.68923053139776,37.4509817044731,39.76410207872471,39.271076842866066,38.93525566491759,38.77411883600282,37.40867616990999,40.54706475318297,40.1692166896629,38.774413894258124,36.98564575195808,35.19414876857501,37.47914058265896,41.40489693841499,40.43498755754383,34.1162374327327,40.579924655346296,37.88420385407915,41.56634595867695,38.10779657206343
MidTF4,52.888665995441315,48.34510631791564,47.996272659372785,48.90379827184817,51.41764101242069,48.24348894265939,53.767568575827966,49.9834611065618,54.89215794278406,51.542352433164666,55.01013215558422,46.61386341386605,49.297744483558354,49.33687176277845,52.887313892788285,46.69723675151095,54.33643836144618,50.16907941578745,49.843503333835585,50.589277370763924,50.77525436331965,53.05681443925731,49.980299112564076,47.338974447676,49.16977790249905,55.11618312795998,53.8580423035216,49.21728321147032,52.16612791702918,47.907290901782034,52.17906535599538,51.25005312517936,47.19969440767673,52.02827233378203,47.55296061172514,47.03348922093245,49.71970656681173,52.014101633276354,44.4337206868406,47.7707486335997,47.02147308554223,53.834045069485335,49.950490015186055,50.1292091465085,49.54587448198971,52.623976932691114,47.25928437497186,51.536605024502855,52.199270444104286,50.40036352529818
Gene01,50.98740471125819,34.305038749034594,54.0519277284669,50.44539213177034,41.68506017787283,49.14320327340486,47.345471285078034,48.905066563331694,48.40470634508983,56.86101709247508,47.782196406424944,41.12835213332836,44.51982594787859,46.74188487902524,50.73889840399395,50.05578605262535,51.91036590418666,48.651315199593306,44.37073095331034,48.22306465619237,41.07221582166784,53.534049701022816,38.93136755149041,54.877904122476096,48.96777060920016,48.422364735130536,41.85853677251752,53.65481637273244,53.85691961028952,49.20395725651355,52.992014682352355,43.72860524863806,48.356980636984105,55.92677382062941,44.30179141701971,60.550327966657754,52.8750665671339,49.72856288244333,45.87663513328312,49.08541190814317,44.382031051523235,44.63793174004492,50.531794976110454,46.539541602220964,43.78695540986792,51.18353695928889,46.036696413306494,44.655384796965464,49.9172714217661,43.898990463634064
Gene02,64.99802555053472,44.88400597306151,65.7901743715052,66.45867682952418,56.947143983100844,59.199351364955945,59.74056631340711,62.55632541498501,58.826766227051635,64.01502857199667,59.12974586073642,54.62614068885324,63.74211640074135,61.086680174774145,62.50543621567012,63.2666448807112,63.63741582623481,61.772925021544815,60.54671294793322,62.676742555045436,55.79766107468586,65.00591381211905,51.887563536663016,64.23155355539582,67.23148714795485,59.74959495907213,54.52721768778313,68.32394195075808,68.94005109939914,64.65384153920022,64.29389016323843,55.45367239104925,64.68309292382379,70.51546924515507,59.174130026727056,74.08012643386763,61.0767995082378,63.726434715166654,58.246450108654095,63.735431228411464,55.31834916431813,52.51754201692238,59.69701215205223,60.00702369871745,60.18657853978575,61.33068097364503,55.07334685896963,55.088045291953165,62.03712971909555,56.41135272798101
