"SampleID","Trait"
"S001",-0.0281981794726477
"S002",1.88097341173707
"S003",0.383135974871398
"S004",-0.276884393875126
"S005",1.1689738243865
"S006",-1.56107339269055
"S007",-1.38360217645381
"S008",1.56831311530735
"S009",-0.118288568215968
"S010",1.01414637115837
"S011",-0.0119079441616371
"S012",0.991205878950014
"S013",2.56923666808261
"S014",1.24268572525069
"S015",-1.10339495090988
"S016",-0.440397404087769
"S017",-0.807374877287526
"S018",-0.784647240947739
"S019",0.940927404549141
"S020",0.316559853012787
"S021",1.54108050218983
"S022",1.00767081940723
"S023",-0.534776490352252
"S024",0.465885688631804
"S025",1.50864566074968
"S026",0.145468829218351
"S027",-0.376193788536559
"S028",-1.06569500958547
"S029",0.963761127347182
"S030",1.23250512940515
"S031",-0.157152663251451
"S032",0.433617215325735
"S033",0.646057592059885
"S034",-0.997802188002602
"S035",1.59033655495518
"S036",-1.44277038603807
"S037",0.431652348401043
"S038",0.565730331795061
"S039",0.437244520663284
"S040",0.108847793433161
"S041",0.0948855356853492
"S042",-0.747788217085053
"S043",-0.345109455201527
"S044",-0.184153875316027
"S045",-2.36365211818991
"S046",0.303758905216343
"S047",0.257218804953436
"S048",-0.6203092200898
"S049",1.24352939921977
"S050",-1.40559496859149
"S051",-0.108595208073463
"S052",1.32223810004249
"S053",1.09395059901674
"S054",2.65885512692251
"S055",0.932081682893693
"S056",0.000429353796115252
"S057",-0.979517374253281
"S058",1.60024306625357
"S059",-1.05892058845077
"S060",-0.047595231899379
"S061",0.240414830684713
"S062",0.00279230950344307
"S063",0.146426787673293
"S064",0.432845890862033
"S065",0.134764510981778
"S066",-0.517709243844794
"S067",-1.57313111753079
"S068",-0.038712530699444
"S069",0.41343687511317
"S070",0.151588539123615
"S071",1.24520312866006
"S072",1.40475233242432
"S073",-0.809444056444114
"S074",0.914796389007062
"S075",-0.634903213556569
"S076",1.33034010305777
"S077",0.887565701170835
"S078",-0.449732879792749
"S079",-1.89918731968596
"S080",1.5852725806132
"S081",-0.115128084200051
"S082",-0.593476993433021
"S083",-0.60660916722971
"S084",1.65640707049852
"S085",2.83900641777431
"S086",0.538667910909182
"S087",-0.458602176837425
"S088",1.1796234916036
"S089",0.609041758588243
"S090",0.726080455102924
"S091",0.526615706938152
"S092",0.0181491166017665
"S093",2.02353605055842
"S094",-0.121046519670722
"S095",1.28824332100776
"S096",0.0960846670364928
"S097",1.90612487023305
"S098",-1.27544362780073
"S099",0.293335132186678
"S100",1.11531194876708
"S101",0.215421108018611
"S102",0.192423012938829
"S103",-0.0188329460317046
"S104",1.07816149052606
"S105",1.7582154285271
"S106",-0.716876394770005
"S107",0.561394119332347
"S108",2.1256644574789
"S109",-0.882061764130115
"S110",0.648122015908053
"S111",0.339504682549508
"S112",1.07111448031573
"S113",-0.698048805785999
"S114",0.358836660765516
"S115",-1.17416311727157
"S116",-0.296713774283957
"S117",-0.0830812364783176
"S118",-1.53351740853888
"S119",1.41394785260235
"S120",-0.218265518084316
"S121",-0.15807630155854
"S122",-0.503605464297168
"S123",0.0260936284614256
"S124",-0.160403064308042
"S125",-0.761325501955756
"S126",-1.46285031581565
"S127",0.836536108716705
"S128",1.08873887043703
"S129",0.419578894745199
"S130",0.927420744292568
"S131",-1.58509825686349
"S132",-0.709232568903492
"S133",0.162058833938407
"S134",-0.269688600640053
"S135",-0.708549671040306
"S136",-1.07022134930174
"S137",-0.215147489798703
"S138",-0.00280279045602393
"S139",-1.24420566470818
"S140",0.692744074390206
"S141",-0.531407868515756
"S142",1.3609065501385
"S143",-1.00477154070441
"S144",-0.038730563793969
"S145",1.55736798262832
"S146",-0.179739884544909
"S147",0.60360285810677
"S148",-1.0557630671004
"S149",0.736519057926846
"S150",0.395771856843837
