# synthetic, for demo only -- generated by 577_spider_spatial_ccc.py
spot,LIG_IF1,REC_IF1,LIG_IF2,REC_IF2,LIG_IF3,REC_IF3,LIG_CO1,REC_CO1,LIG_CO2,REC_CO2,LIG_NS1,REC_NS1,LIG_NS2,REC_NS2,LIG_NS3,REC_NS3,LIG_NS4,REC_NS4,LIG_NS5,REC_NS5,LIG_NS6,REC_NS6,LIG_NS7,REC_NS7
S0000,3.2310894392968583,0.12369396643728221,2.9916763151207655,0.0,2.8977752274478026,0.0,0.07746541294015519,0.41098476772288906,0.24686691804313193,0.20542454276497907,0.6245815229889035,0.2434546104809131,0.6370643591338048,0.08974170746048606,1.0689238347666896,0.4006017535705391,3.6043161233558583,0.7116061459188762,0.19915042815106845,1.3283642853165352,0.379399515457202,1.0245004638245876,2.207658998633043,0.07921778236117562
S0001,3.008652968546314,0.05118896374913208,2.709516398404978,0.07981664978732203,3.0102950050872943,0.022291360236746105,0.0,0.10934726239077074,0.0,0.606963492173516,3.298340121265554,1.6945460381754762,2.064804331384084,1.3127185963600638,1.0325787618595255,2.1546939302249046,0.7093044627430843,0.37728669775371654,0.3666124949677276,0.9926476619391413,0.358961883865115,1.5753865801958644,0.38338122565726396,0.04156231692990918
S0002,2.9293010627131073,0.5167953126772605,2.8306814539976806,0.5374726415322815,3.2856473056975286,0.0,0.0,0.08803339705588487,0.0,0.7056473511662251,1.5121307048881218,1.3015970886123014,0.36353325468162934,0.08202004331686254,0.23307881957247256,0.09020693187540045,0.7829611915359173,0.8399358793236148,0.28979427950525755,2.018870365161604,0.8754278088776474,0.45798408526996354,3.070225010500194,1.5324392555225304
S0003,2.973454517344356,0.12144752705554077,2.7995952898078875,0.0410674779583151,3.0050093227165777,0.0,0.3004372298299366,0.6886731288528116,0.0,0.0,1.7240316445883732,1.0513339073594055,0.37559900973480526,0.9981874647077642,0.6632932407726952,1.4872253280551744,0.7795673430653786,0.7685731291438441,0.6831118024387823,1.7131184836404645,0.6943054782843517,1.3096760170794333,1.3928550490681173,0.5911253579222572
S0004,3.0557805046015414,0.7248972732593298,2.6813453994961236,0.17523419793378864,2.7002207184636924,0.0,0.0,0.2881156242971785,0.18919754327599628,0.3316393126233935,1.226323849573961,0.7536238710187122,1.293299292233196,0.5505833676052387,1.954081350617321,1.1463027965720756,1.7730380039126918,1.0577959321877157,0.598977828356534,1.2025058475280022,3.266201394502425,1.3430570761030356,0.6585133358648011,1.5943105753191493
S0005,3.154203549922445,0.17268564093804326,3.023706714932594,0.433447318141003,3.1359692510280452,0.0,0.27988850168084034,0.2847486276187065,0.4170441949316671,0.3396994630355788,1.379533521386746,0.21147715713791923,0.860108104905217,0.6724279697564982,2.150909001116155,2.009136526287425,0.8151187229852143,1.1005226712559963,1.1593825179462194,1.279931637039714,2.361412598738899,3.2385226078446143,0.9200705270971331,1.8897991204428506
S0006,2.7500719428326548,0.5963295985561818,2.693021112327039,0.6767211833195366,2.878752568934569,0.29594663632323703,0.0,0.10757481369780629,0.4255918542838301,0.29690644287868695,0.7319139093801338,0.6740319611939012,0.8288379579542705,2.2668312716847394,1.1750130999150352,1.5265325835522754,0.9621346983948894,0.351584289789303,1.8137259929238239,0.7990536384049232,1.7182260279489603,1.4804263814310439,1.446875796133482,0.6005161058201401
S0007,2.739603091844682,0.2393298556776567,2.454908447815453,0.005787881712921855,3.4719809928823664,0.30027295935357345,0.2740957550291887,0.05090708309080558,0.3576530906208333,0.2997449086848085,1.1176056239803422,0.9075874575912841,3.7613653345913916,0.5550387033844635,1.8736920851300791,1.4636480573618624,1.1182416950472962,1.519227092193267,0.1775219907344933,0.3702806950812454,2.562492202553782,1.8009252215055431,1.4973417089221601,0.8959082288347548
S0008,3.2761698038506326,0.39074014331236195,2.905080882287957,0.14579081906664348,2.9997200695005275,0.0,0.07782935775925938,0.0,0.015610783983013965,0.275935625612832,0.13414537701774396,1.6150161427978895,1.5373073823664312,1.0357056671213982,0.4979499885237815,0.4396211971370879,1.9150662248816737,0.832237776605077,0.9846219329706638,1.542118134632607,0.5468757379361792,1.0868327953290648,0.4459413537602827,0.7459689251715366
S0009,2.896915781948817,0.0,2.5492859508955292,0.6055138053357106,2.4412411255253335,0.08494284235921971,0.5516538834126612,0.4421851329808896,0.206137458100997,0.621892530201605,1.9496127087663324,2.1066478618240385,0.7496041287870477,0.5575829949656659,1.38582368681303,1.7469321378773333,0.9656554075159487,0.41679351630213374,0.5305834410855651,0.24393207538458145,0.6201629821357012,0.044144524592572794,0.9856912575956254,0.5920187292398875
S0010,2.6457894768507817,0.0,2.81195978298312,0.0,3.0893412430389184,0.0,0.2809297238947662,0.3120774264390948,0.11966436749068854,0.4756166285920144,0.7265563063114662,1.7317254422989319,0.21581811240087265,1.2272778004123108,2.698540602152262,1.3581844055104304,1.0490267634678034,0.8177315256985144,1.0105866972597792,0.3857574690066506,2.1297737349932677,1.2254989669621554,1.198535199311206,1.1388403059721004
S0011,0.26095317734577617,3.114926488753747,0.0,3.2568952676384555,0.6361494480650571,2.8764150124543266,0.5089457232485354,0.15520850169664668,0.14970255912631245,0.0,0.3633046004812853,1.2959398002704476,0.7167037040750742,1.1054641386794197,1.5871486773737773,0.4940109240401915,0.6137323005428817,1.1318592769185438,0.6853966128471618,0.8533401099110417,0.9772108813750587,0.8497984336668344,2.2307051422759585,1.7571449688303586
S0012,0.2658424515081717,3.2471383106163287,0.0,2.7454211169096854,0.5439800721363474,3.0997454751755864,0.011088320893701875,0.16569332454093608,0.7092819742399532,0.39893027022013733,1.1650440682285614,1.0392128917166528,0.3299585063437073,0.9986970668838333,2.97836940727766,1.1540544958637882,1.2391856681596811,2.736332092642288,1.6079523753662395,0.7866843803903453,1.024056214544346,0.817224757688176,2.3952544792360513,0.5167151305909172
S0013,0.0,3.010064125500116,0.6502407753975384,3.0256180917757893,0.6077385721891413,3.206234472403526,0.21403583506104185,0.3840360655652638,0.0,0.42309334362786305,0.8705278473059026,1.204274857099602,0.45302671488844926,1.9426145103518317,3.0400015008550354,0.35768968768050796,1.5116331332319746,2.450267981160082,0.39071953663200826,1.661590167356357,0.33599208659948326,0.6678555686792573,0.34258130792986263,0.5144313719233288
S0014,0.20737042886590157,2.6784016662290755,0.16410289179239268,2.9393452381499316,0.0,2.8217382295771714,0.0,0.0,0.1413307960194348,0.27874182178794726,1.9028875281994737,0.6372392469676814,0.46642144619637727,0.2310273914549214,1.4519846099437492,0.8750744001164295,1.5876624489153386,0.6539432481627612,0.5595933905172937,1.971832535434419,2.062491361931145,0.8172176702030953,1.0634877812112373,0.6050602374491066
S0015,0.3338957731070934,2.659935408427668,0.21134275224883303,2.7604970998246925,0.3780380989941947,3.26296371513188,0.09659868931389548,0.052529667111548634,0.5029372267990392,0.48285609262568235,0.973394801673631,1.1074322818724522,1.9554444267975848,0.17018185741185884,0.008488857507351545,4.088945418312477,3.238561493210105,0.8765925749743451,0.8711834059174014,3.7292388924450446,1.4484752307442184,0.5661339266580805,0.630104178153695,1.4606949192018295
S0016,0.24359661292656576,2.64321589945344,0.0,2.7542245180854312,0.0,2.621077019621632,0.13447394431384274,0.0,0.0,0.24701850857475932,0.6133384190708518,0.9035430458307887,0.26772369702996823,0.3469589465578237,2.119734086061521,0.41753911823150514,0.5009228182258454,0.49575430885231764,0.7436715932301136,0.2061317371809502,0.7618941895219419,1.6825288381167964,1.4230350760562123,1.8807286016302118
S0017,0.3079953709403488,2.5580944717651546,0.0,3.0691035910634388,0.20607234985423112,2.688093050214052,0.018535444828215203,0.6428773206216866,0.03906314368343741,0.2501169302690627,0.9912796194195892,4.139666577991744,1.8247488186659022,1.1095645363740012,0.3215159662999447,0.24046453994560343,0.9971533870835244,1.2676684687132933,0.8670654021154164,1.4139678312206336,0.624123881182467,0.39664925271137574,4.134923700085128,0.7356708986634284
S0018,0.0,3.027371339861772,0.20382565748537798,3.2488848320406705,0.0,3.177415466409469,0.0,0.4189138829633252,0.06774037560809013,0.23031013616926083,2.580189725860565,1.2268044531753397,1.3354365539602127,1.3794774428727845,0.04110407436273035,0.32967287200244194,0.8194858207770054,0.683200261042605,0.22621062086606836,1.3726448823567163,2.2953717951003467,2.957261798203471,2.0548137234771486,0.12605088702767803
S0019,0.23276003874904888,3.2812609804270063,0.0,2.967565949202874,0.0,3.417780307140812,0.0,0.0,0.1441775694865039,0.0,1.945774007885084,0.11690090876299986,1.321494652822971,0.027094823793488668,0.13558024309314873,0.8652211360685186,2.8541008697833994,0.8539036053279446,2.4951931753143524,1.2506348943363919,0.5527710294983952,1.5831232666664075,1.5141260820951488,0.3784687810072895
S0020,0.07434506013238835,2.996646053268798,0.37701571087949637,3.017528289683304,0.0,3.123357997045924,0.0,0.0,0.0,0.1799004015235315,1.5093901180710112,0.7215013424438642,0.437119744221169,1.366748355467198,2.2243806719140826,1.6067178491194347,1.6314704992532651,2.023315181790938,0.6437299711514237,1.541627096601731,0.23975142701759602,2.0021074526407947,1.821332205228261,0.699815866319583
