# synthetic, for demo only -- generated by 577_spider_spatial_ccc.py
spot,x,y,cell_type
S0000,0.036566049570531764,-0.12479809274885946,TypeA
S0001,1.0900541434967748,0.11286776596694566,TypeA
S0002,1.7658757773615397,-0.15626154082347818,TypeA
S0003,3.0153408483800743,-0.037949111081229864,TypeA
S0004,3.9979838610994856,-0.10236527130882961,TypeA
S0005,5.105527756983539,0.0933350322514738,TypeA
S0006,6.007923683707346,0.13526894483616395,TypeA
S0007,7.056101121070245,-0.10311509554598859,TypeA
S0008,8.0442500940899,-0.11506591209947986,TypeA
S0009,9.105414036156873,-0.0059911093183503475,TypeA
S0010,9.977816516374569,-0.08171154532847297,TypeA
S0011,11.146704960640884,-0.01854353784825626,TypeB
S0012,11.948600661340427,-0.04225602605858755,TypeB
S0013,13.063877102266401,0.0438532877236894,TypeB
S0014,14.049527913391518,0.051698520360945924,TypeB
S0015,15.256997712104456,-0.04876980196615387,TypeB
S0016,15.938530872511416,-0.09765272738974533,TypeB
S0017,17.07391753070906,0.135476675126507,TypeB
S0018,17.986326305081416,-0.10081877723550337,TypeB
S0019,18.90106225411705,0.07807113453896412,TypeB
S0020,20.08919050054441,0.06517851219662339,TypeB
S0021,20.920138835125357,0.02785935876800637,TypeB
S0022,0.014002297096887386,1.0262426316074815,TypeA
S0023,1.1045714533537827,1.0268314658529618,TypeA
S0024,2.0814696275686275,1.008109488338667,TypeA
S0025,3.0346943278427982,1.0757545871006249,TypeA
S0026,3.82514130161732,0.9616394540371238,TypeA
S0027,4.943555281484865,0.923334658210799,TypeA
S0028,5.966982929852798,1.1793929573481274,TypeA
S0029,6.896100266116811,1.1161934025509777,TypeA
S0030,7.798055627406104,0.959813796401707,TypeA
S0031,9.019530367812601,1.0703466797631134,TypeA
S0032,10.085347189575142,1.0952016682239911,TypeA
S0033,10.958152991330188,0.944517784880252,TypeB
S0034,12.102957105750859,0.9770434810142062,TypeB
S0035,12.846917641199449,0.8640055343195823,TypeB
S0036,13.889665725679807,1.0596592892864516,TypeB
S0037,15.017091088328467,1.0828582424881321,TypeB
S0038,15.948729682439616,1.0190247629292057,TypeB
S0039,17.07507084727608,0.9628784152335714,TypeB
S0040,18.05481302850689,0.9205688870720019,TypeB
S0041,18.956433538412192,0.9541914527202006,TypeB
S0042,19.856499242529317,1.0584366976942698,TypeB
S0043,20.943671719175672,1.0014992942473224,TypeB
S0044,0.057689599068709074,2.0535837411235933,TypeA
S0045,1.0798462130767343,1.9881817418588692,TypeA
S0046,1.9492042025547016,1.9904338146912322,TypeA
S0047,2.7975198679250366,1.8263465033092294,TypeA
S0048,3.841276046517472,1.8803303806878222,TypeA
S0049,5.0479729072068125,1.8913425133567927,TypeA
S0050,5.954620493515273,2.155907395734328,TypeA
S0051,6.957248323472629,2.0885018682160505,TypeA
S0052,7.8879658783988145,1.9753474930558843,TypeA
S0053,8.88599735341073,1.9593160308919324,TypeA
S0054,10.100836976494888,1.7927215492169182,TypeA
S0055,11.052130837225503,2.0285282722798734,TypeB
S0056,11.928702005316385,1.8264730574733854,TypeB
S0057,13.008655540925664,1.9364608749123438,TypeB
S0058,14.027921145362564,2.002622257462813,TypeB
S0059,15.19221346695851,1.9712773247032371,TypeB
S0060,15.877180300885376,2.0215130761947577,TypeB
S0061,17.026399602076612,2.1631025090288523,TypeB
S0062,18.10021334950975,2.0428245270979413,TypeB
S0063,19.175596346946346,1.857348433481258,TypeB
S0064,19.92322981607003,1.888810887031337,TypeB
S0065,20.953222823621307,1.834797662293243,TypeB
S0066,0.07621811361772851,2.9733332763481473,TypeA
S0067,0.823503244659681,2.878130510255095,TypeA
S0068,2.0376216616940233,3.100575188147326,TypeA
S0069,3.2396077070030143,3.3496634959208795,TypeA
S0070,4.04972913199312,2.8812554255961764,TypeA
S0071,4.744154446312243,3.0321253754812605,TypeA
S0072,5.902447068562761,2.9501571287784376,TypeA
S0073,6.926548384112823,2.9831050936300336,TypeA
S0074,8.127917627694517,3.018845828093441,TypeA
S0075,8.980963819555358,2.8757215496609025,TypeA
S0076,9.799038046635477,2.9416430509112,TypeA
S0077,10.993546093901802,3.212151589629586,TypeB
S0078,12.015632942576746,3.1179287413227668,TypeB
S0079,12.940084528175301,2.857806748029957,TypeB
S0080,13.884185988532115,2.9129728722557098,TypeB
S0081,15.25541636789222,2.9014335984930737,TypeB
S0082,16.10061870444836,2.8916487386295566,TypeB
S0083,17.111788761544908,3.0461941159327037,TypeB
S0084,17.98120345228103,2.995108496863748,TypeB
S0085,18.921425476548475,3.0535286641778496,TypeB
S0086,19.945401982359105,2.85292730834793,TypeB
S0087,20.846647491081647,3.0207105501266542,TypeB
S0088,0.18949095076925218,4.019198993628812,TypeA
S0089,0.9857634008668141,4.034299136752305,TypeA
S0090,2.1567202090048188,4.026325900163663,TypeA
S0091,2.9506887322999518,4.132754645207187,TypeA
S0092,4.051450772615394,4.184290719039519,TypeA
S0093,5.021988132466629,3.85306371619354,TypeA
S0094,5.83582089609052,4.19811135186775,TypeA
S0095,7.206839886493996,3.978457694406088,TypeA
S0096,7.9540175214636815,4.175373315069065,TypeA
S0097,8.86715451815478,3.892632757725301,TypeA
S0098,10.077199215362686,3.9526473852568493,TypeA
S0099,10.999385375993592,3.9803868521770585,TypeB
S0100,12.040508945855873,4.168897823357646,TypeB
S0101,13.010870188828209,4.077272655193223,TypeB
S0102,13.753979347876278,3.994153791768386,TypeB
S0103,14.898812367564856,3.8537424327491645,TypeB
S0104,15.89462171596855,3.9599051871159023,TypeB
S0105,17.109908305082723,3.8408328738712525,TypeB
S0106,18.00367577911133,3.9418996679999707,TypeB
S0107,18.960679228676565,4.120330939036553,TypeB
S0108,20.06457385244047,4.160487772893129,TypeB
S0109,20.98145931849001,3.9164868865995155,TypeB
S0110,-0.02686305802565994,5.029099614952546,TypeA
S0111,1.0211888030144454,4.869873431331996,TypeA
S0112,2.010858773795345,5.027387399616669,TypeA
S0113,3.3020968845040706,5.225221353353801,TypeA
S0114,3.8976107979329417,4.965513996614099,TypeA
S0115,4.8243869597795594,4.9291151583243815,TypeA
S0116,6.037872600430841,5.144702434506588,TypeA
S0117,6.912509939470767,4.921502427191864,TypeA
S0118,7.742325316431361,4.980480089534611,TypeA
S0119,8.872510270576852,4.936467268716071,TypeA
S0120,9.89477670661989,4.988688493489693,TypeA
S0121,10.789072593037204,4.823954570553081,TypeB
S0122,12.255509653443395,4.845509290247116,TypeB
S0123,12.868385730585443,5.220429623398558,TypeB
S0124,14.348608060308848,4.859412004540959,TypeB
S0125,14.955810125185437,5.040986666112861,TypeB
S0126,16.207443717328673,4.881577150588612,TypeB
S0127,16.97056665848695,5.09328050912741,TypeB
S0128,18.052171928935994,4.954861271452388,TypeB
S0129,18.983941244258077,4.835012502995602,TypeB
S0130,19.97141915072304,4.968033501198925,TypeB
S0131,21.02786038675515,4.9333607337417185,TypeB
S0132,0.05658462270541668,6.12152589813838,TypeA
S0133,1.018651519320216,6.042210769007904,TypeA
S0134,2.006378641709344,6.000010127170969,TypeA
S0135,2.9134130359748585,6.037979311400797,TypeA
S0136,3.9883256081903813,6.251180197071672,TypeA
S0137,5.188802588297029,6.04630158630678,TypeA
S0138,5.908433134836628,5.8665106233619895,TypeA
S0139,7.142937154370664,6.0315299070176565,TypeA
S0140,8.057617208406993,5.790649681563097,TypeA
S0141,9.111292617786981,6.054530440585723,TypeA
S0142,9.866748317870263,5.943417023106006,TypeA
S0143,11.031646064522782,6.006296015802749,TypeB
S0144,11.964939457703574,5.987581407832085,TypeB
S0145,12.969762714615173,6.018307501452297,TypeB
S0146,14.176579036759179,5.692000987088244,TypeB
S0147,14.971577968258838,6.021181490564693,TypeB
S0148,16.03551927876245,5.955370250241446,TypeB
S0149,16.78919338610257,6.039359458045693,TypeB
S0150,18.2072820256997,5.815936631410064,TypeB
S0151,19.103659361643782,5.960576973225253,TypeB
S0152,19.992641078500537,5.873652178715526,TypeB
S0153,20.959865259317294,6.156005351363875,TypeB
S0154,0.06991862903852485,7.207877392649193,TypeA
S0155,1.1412894266773232,7.0526904014715495,TypeA
S0156,2.209272143140135,7.052679179048596,TypeA
S0157,3.0993585812156472,6.964411485575835,TypeA
S0158,4.007985497903104,6.916309141203967,TypeA
S0159,5.118750072151382,6.8586035652262165,TypeA
S0160,6.0938820410901196,6.977121873099381,TypeA
S0161,7.140549651216078,7.090104278647751,TypeA
S0162,8.218477538917616,7.087692962936638,TypeA
S0163,8.811355169321612,6.991965619252216,TypeA
S0164,9.859359136888623,6.937806418916047,TypeA
S0165,11.181347411993206,7.076504057307724,TypeB
S0166,11.91612834857055,6.8783539160271525,TypeB
S0167,13.00393385114515,6.854012782074265,TypeB
S0168,13.91946316671241,7.037441136586149,TypeB
S0169,15.138637444332803,7.073051376666933,TypeB
S0170,15.725045258968228,7.0365240074836315,TypeB
S0171,17.00864402878791,7.049666834244723,TypeB
S0172,18.193945161798144,6.75241140678343,TypeB
S0173,18.929067588977066,7.070908758735203,TypeB
S0174,19.810208672065528,7.177113885766421,TypeB
S0175,21.04420279352408,7.101590078301209,TypeB
S0176,-0.06851323938261535,8.097651642795945,TypeA
S0177,1.1282165867186846,8.02794536241646,TypeA
S0178,2.0281281071238437,8.032441188713808,TypeA
S0179,2.896398568231274,7.982296558371158,TypeA
S0180,3.981697296105717,8.04600726372242,TypeA
S0181,5.119978909629236,7.872975670162591,TypeA
S0182,5.984998916361651,8.177774665719078,TypeA
S0183,6.910769412542492,7.901329997925162,TypeA
S0184,8.024276743019744,8.101326222858239,TypeA
S0185,9.001371126667278,8.159475270852438,TypeA
S0186,10.102815277907983,8.101018408026807,TypeA
S0187,11.06649398015889,8.27931837204153,TypeB
S0188,11.975380597336075,7.759577324952018,TypeB
S0189,13.192510523382056,7.945076068285181,TypeB
S0190,14.012945653321164,8.157146082183264,TypeB
S0191,14.807728855072929,7.849802334307263,TypeB
S0192,15.807846647545738,7.904703645196949,TypeB
S0193,17.05275639272204,8.062902541137532,TypeB
S0194,18.033152901519426,7.830468093932916,TypeB
S0195,18.72278758760408,8.006522430246847,TypeB
S0196,19.943386875963398,8.055126292605994,TypeB
S0197,21.084234435146552,8.016588971847042,TypeB
S0198,0.09121597024510245,9.027505364893809,TypeA
S0199,1.063607764672176,8.915439208455615,TypeA
S0200,1.978446630340225,9.023613131598834,TypeA
S0201,3.09846341705009,8.952751059333051,TypeA
S0202,4.062540070687853,8.968099344970154,TypeA
S0203,4.985894939920624,9.099542285042888,TypeA
S0204,5.760832755473501,8.844423320631028,TypeA
S0205,6.822137752306862,8.719966065618204,TypeA
S0206,7.918608267181379,9.089932067967329,TypeA
S0207,8.965813912034092,9.023734809833023,TypeA
S0208,10.130706099605295,9.159322335872123,TypeA
S0209,10.991703447832863,9.162430306748327,TypeB
S0210,12.011055199012093,8.899512213140705,TypeB
S0211,12.928671957736151,8.822335618492199,TypeB
S0212,13.893423937551962,8.957037997431069,TypeB
S0213,15.096430202325433,9.206492379739919,TypeB
S0214,15.834138218154756,9.04713929619119,TypeB
S0215,16.875134727301095,9.056963650615584,TypeB
S0216,17.98426960191747,8.780291300898297,TypeB
S0217,19.111395638988217,8.927399914462953,TypeB
S0218,19.935931971395174,8.871629710645237,TypeB
S0219,20.921486006797494,9.05134685288339,TypeB
S0220,-0.02270932091236866,10.039439440273897,TypeA
S0221,1.0434306224714613,10.15847939866338,TypeA
S0222,1.9588656618962745,9.822777061978512,TypeA
S0223,3.128066689988638,9.96022141934833,TypeA
S0224,4.133751093349285,10.046005253581896,TypeA
S0225,4.984263496375599,10.041853107285556,TypeA
S0226,6.234121507215156,10.24923766348645,TypeA
S0227,7.008325736215934,10.01922287119805,TypeA
S0228,8.129148818895967,9.898520676067918,TypeA
S0229,9.03996844471419,9.996896458245537,TypeA
S0230,10.037668985374907,9.899995743286071,TypeA
S0231,10.809251900802924,9.751241987681045,TypeB
S0232,11.865913906441246,9.94495896580728,TypeB
S0233,12.964817009602148,10.232467739491542,TypeB
S0234,14.132719204388875,9.884549066039005,TypeB
S0235,15.041725014294116,9.951150611637962,TypeB
S0236,15.965876339435189,10.022239077929846,TypeB
S0237,17.074300534037047,9.959288981933918,TypeB
S0238,18.127662183928123,9.862967412862911,TypeB
S0239,19.00076068748347,10.3117208471915,TypeB
S0240,20.026769569115032,10.17198574079274,TypeB
S0241,21.010982421380785,10.069693251439576,TypeB
S0242,-0.006813983327122984,10.979551090260296,TypeA
S0243,0.9064621123929496,11.051636163074907,TypeA
S0244,1.897815537297708,11.079870228357612,TypeA
S0245,3.130234440533509,11.043983768868468,TypeA
S0246,3.965650151973317,11.054475869517043,TypeA
S0247,4.962959233334431,11.112265655055818,TypeA
S0248,5.780231269894185,10.959727115825762,TypeA
S0249,6.761102560585121,10.820592700372735,TypeA
S0250,8.163663467577669,11.107422197836602,TypeA
S0251,8.913662372005826,10.819699585275092,TypeA
S0252,9.644256539459002,10.934780539048084,TypeA
S0253,11.290449801469688,11.052186112575638,TypeB
S0254,11.932851325674061,11.055809625140038,TypeB
S0255,12.812684997640666,10.964321196476284,TypeB
S0256,14.01193729676189,10.989667921781475,TypeB
S0257,15.09489673460281,11.041357427148327,TypeB
S0258,16.08019912217296,10.91739532613231,TypeB
S0259,17.107737849009265,11.19547243371488,TypeB
S0260,17.88358205764183,10.893476521314254,TypeB
S0261,19.16029412035843,10.977038721596593,TypeB
S0262,20.16845856704799,10.946895714572937,TypeB
S0263,21.174605469152485,11.015778298016654,TypeB
S0264,0.030987458798723423,12.187766162600388,TypeA
