"gene","Disc_001","Disc_002","Disc_003","Disc_004","Disc_005","Disc_006","Disc_007","Disc_008","Disc_009","Disc_010","Disc_011","Disc_012","Disc_013","Disc_014","Disc_015","Disc_016","Disc_017","Disc_018","Disc_019","Disc_020","Disc_021","Disc_022","Disc_023","Disc_024","Disc_025","Disc_026","Disc_027","Disc_028","Disc_029","Disc_030","Disc_031","Disc_032","Disc_033","Disc_034","Disc_035","Disc_036","Disc_037","Disc_038","Disc_039","Disc_040","Disc_041","Disc_042","Disc_043","Disc_044","Disc_045","Disc_046","Disc_047","Disc_048","Disc_049","Disc_050","Disc_051","Disc_052","Disc_053","Disc_054","Disc_055","Disc_056","Disc_057","Disc_058","Disc_059","Disc_060","Disc_061","Disc_062","Disc_063","Disc_064","Disc_065","Disc_066","Disc_067","Disc_068","Disc_069","Disc_070","Disc_071","Disc_072","Disc_073","Disc_074","Disc_075","Disc_076","Disc_077","Disc_078","Disc_079","Disc_080","Disc_081","Disc_082","Disc_083","Disc_084","Disc_085","Disc_086","Disc_087","Disc_088","Disc_089","Disc_090","Disc_091","Disc_092","Disc_093","Disc_094","Disc_095","Disc_096","Disc_097","Disc_098","Disc_099","Disc_100","Disc_101","Disc_102","Disc_103","Disc_104","Disc_105","Disc_106","Disc_107","Disc_108","Disc_109","Disc_110","Disc_111","Disc_112","Disc_113","Disc_114","Disc_115","Disc_116","Disc_117","Disc_118","Disc_119","Disc_120"
"Gene_001",1.1573244005575,-1.51953241145246,0.566703619920456,0.380669188853467,0.56058072568666,-0.361526767842793,1.79253115293142,-1.14381174128757,2.191033488036,0.0026540252784262,2.09615589245235,2.92950437004443,-1.92897009916846,0.174232511319647,0.534756627768413,0.334720536651567,-0.45346130562248,-3.08882643297363,-3.62445199849072,1.80728295763839,-0.468946843515498,-2.91791535525658,-0.461119616319651,1.67235054400662,2.42531739505703,-0.0411895676435625,-0.597820258608321,-2.66545811896311,0.987464782319958,-1.41707904038639,0.612229673303588,0.203182719979075,2.02124968052491,-0.982566355199608,0.46741420341223,-3.00389548285678,-1.09342342741351,-1.58197455814351,-3.61986161694014,0.69400864736773,0.198350436042301,-1.0373670310882,1.13462340858902,-1.19069629893716,-1.60541149067982,1.31735594430183,-1.62329778217698,2.23305081823975,-0.55679061299491,1.35841823250892,0.332235924583249,-0.67037165877971,1.31601467245763,1.73765828395236,0.557058385903009,0.308715909799145,0.218966987478884,0.446274081443882,-3.91553371390303,0.392498769748595,-0.434327663366397,-0.0347860313860179,0.992503750966058,2.09143466383742,-1.1497723903319,1.1409952450528,0.816836985410985,1.71948908749786,0.860655172899419,0.203940302023706,-1.34631830225231,-0.297804699890053,0.992316024265209,-1.97135869007475,-1.23352520989573,1.34983886449156,1.26881804375128,0.937374884127144,-0.322648712215409,-1.46308520143477,1.10054821198361,0.525118081421297,0.708498020263624,0.861855296083066,-2.34724530630629,0.274580399133508,-0.654498248072328,-0.780860379708462,0.973461532300599,1.04867933007435,1.33291235286212,0.357123694364575,0.957162535282527,1.89007219697139,-1.29497518181746,-1.1768552343808,-1.63792639505855,-1.28832217969384,0.00257340681682522,0.265440478692256,1.86086592179306,1.27530806214742,-1.65426386396311,2.03330809980744,-0.711904835353239,0.0595399979589263,-0.328641256077843,-0.287115930075448,-0.0678686575001007,0.790622064542778,-0.170733134762348,0.624079214620903,-1.27501672762862,-0.933369909138238,-2.44179165432961,-0.726509572204248,-0.0376712037186763,3.74129918152197,-1.76974297270766,-0.280549415787416
"Gene_002",0.729067229601758,0.0485490555667589,0.918924871401443,1.12929511006803,-0.367815308069007,0.940319996623942,1.71424621589984,-0.0888725495756891,1.96199222995103,-0.535722501951986,0.492875713009427,1.84868619077558,-1.70720523784014,-0.12739297187615,0.542496459868157,-0.00961032290596942,-0.595981852749727,-2.09589326416073,-2.45566945608126,0.8614724394365,0.191758161607304,-0.936258197124123,0.0547770436152001,0.0432233869538606,1.48488359841014,0.188981814649929,0.201362038331958,-1.50196357166961,-0.982924331395868,-0.480069683023551,0.650209113756437,0.585182570943697,0.904455398420717,-0.269985560933199,0.204550785699784,-0.714746754109158,-0.390601907287734,-1.30014279970893,-1.23513544784265,0.631046113914079,0.576371428534162,-1.11934651938605,0.320168102325846,-0.261968563037229,-1.06967897821524,0.519284764083996,0.582511557304261,0.742835053424193,-1.40078430393727,0.659887754156508,-0.086984004007073,-0.402283424715618,0.85083710263782,1.61889773822487,0.00975316192021419,-0.0180506517601626,0.45876881873344,0.502945468637317,-2.339053762512,-0.585544288707613,-0.295270150449287,0.527887924762334,0.48364268955656,1.48416976057821,-0.653430247156867,1.01015379473495,0.509106043579443,1.32493533683463,0.111309280049214,0.55833351437806,-0.867624481104978,-0.451406106732542,-0.019770901692626,-1.07603490025117,-0.139635358732923,0.255325986309358,0.220367190666566,0.451676644882804,-1.32498113144257,-0.35440832338979,0.964457431117773,0.300320059936736,0.0960559564871995,-0.0965649975831606,-0.0480794246220642,0.0755537642824426,0.399512901442283,-0.130006737757361,0.326969887306319,0.621183938033146,1.48394035285406,-0.592624949287962,0.132771489774371,1.18613409497896,-0.39182835555183,-0.723422539740968,-1.5963526637399,-1.81741928566333,-0.320391944348554,0.257536729335195,0.9473511354179,1.16869446510276,-1.01761365600081,0.917678140886162,-0.228362457769917,0.221901648515593,0.241820824822831,-0.938844723125078,0.193789682061275,0.771741059422759,0.342069431975843,-0.330061885542035,-0.0209895088777338,-0.838200358474256,-1.55183299407602,0.288762147062709,-0.55403706824342,2.56969433328462,-1.23223588466949,-0.678685678083469
"Gene_003",0.282592377493236,-0.835473523638177,-0.0548807704267697,0.158210235134767,0.131801330936582,-0.176351791507928,1.72558955742829,-0.741814624492033,0.833484475491809,0.14219924247506,1.48713951516389,1.22347889768773,-0.0966570243723343,-0.966048515668198,0.654424745649531,-0.0173218781454342,-0.28480414290763,-1.92463753988896,-1.19160871599229,1.5734490459721,1.05294883577701,-1.45703125375162,0.154313156705782,1.32066591365311,0.879518649655175,-0.331079373847766,-0.285062226510473,-0.610342924573301,0.935985889308356,0.013765944668679,0.394968624040581,0.212548086308362,0.782974929846952,-0.588790438185099,0.120775983640324,-0.33720084035628,-0.183537224061261,-0.31830300923497,-1.37280535022398,0.484144798879848,0.773689313238962,-0.620832328804855,0.418726573921338,-0.350226608542608,-0.994797359508789,-0.276166033439302,-0.419650048664914,1.07247575438265,0.515925291145539,-0.616460237019484,-0.185203592463359,-0.559939109724647,-0.0189793334437759,-0.0437249769704872,-0.342386513519152,-0.218668243836792,-0.744109565996378,0.153035895211833,-1.85949137564212,0.907159103258826,0.208595885161789,-0.631241791706488,0.349242914335982,0.424955680568768,0.0690776847354814,0.698253549836509,-0.105315683564995,0.754753806414877,0.551121756830848,0.289446476473248,0.472011191134609,-0.311201862408288,0.0861534446685261,-1.26469833960906,-0.300198975571003,0.744796756057927,-0.639545856671583,0.11413135523518,-1.04761808238032,0.153814065951553,1.45904741431261,0.300260936100537,0.76027746993086,-0.496005001308193,-0.140586895858883,0.0230996866116691,0.0485002251307435,-0.243945235841573,0.342053086812709,0.696844146899706,0.0660007460242193,-0.371019066944621,0.420886995046175,0.515658832998308,-0.520501637386268,-0.603349218394176,0.225536844087082,-0.395419117536597,1.52417950996275,-0.0606827752452198,1.02651813390543,1.58779122007613,-0.366862443233241,0.411720439853644,-0.847014816735207,0.0367059562534346,0.436805760078008,0.312104531415107,-0.972133433935422,-0.288726013079182,-0.0174684103922695,-0.673333877877994,0.0969269503887982,-1.49069139190244,-0.784980223794424,-0.392779713257919,-0.509954642076072,1.25153546110717,-0.545042912485448,0.268946016001356
"Gene_004",0.531204063595908,-1.22774143505372,-0.5490355577331,-0.437542514500586,0.570836234085883,-0.171659342148386,0.844873764847517,-0.823929718700449,0.680357869323144,0.251766121420365,0.523797734250704,1.01658065879904,-0.688446215313382,0.474494248611414,-0.370075972014665,0.636800088376064,0.31577236851403,-1.84252537578337,-1.08577669022506,0.614510656839401,0.370527285246929,-0.379379849377833,-0.0819860840552343,0.638596611206037,0.530187851858077,-0.301274470823196,-0.635456355652459,-1.31172147754735,-0.394276419949448,0.117467104608783,0.771432992858713,0.124623981405387,-0.0782501872296542,-0.330008026167922,1.35815384863354,0.214094027046404,-1.2283987510494,-0.578166046130183,-0.36743060761361,-0.00215350144590932,0.895474191423456,-0.336398885586892,0.658639140174271,-0.229248012706501,0.9717865350197,0.663541979169491,-0.984420407036213,0.376424075035818,-0.0175536413011692,-0.642510596412404,-0.750981004508601,-0.929118609977856,0.566231117150188,0.921452173720476,-0.0949338372857914,0.211099705915611,0.286791568928124,-0.310419668737314,-0.724901477446533,-0.41443320303354,-0.286724747477672,-0.0869022272027497,0.539375236925622,1.46114180629349,-0.0847372209163345,1.3030542606531,0.539312734775831,0.175544595378752,0.473282928619862,1.02667112020021,-1.27063663620847,0.120020394349313,0.214501674275049,-0.00902440706580249,0.120090169178365,0.423449039042704,1.10725650572581,-0.544892688139439,0.0392665339019018,-1.30638663793944,1.00445024769098,0.165979402492098,0.525175509267473,-0.0173848123122272,-1.34538433869025,-0.716426857778764,0.168485606484592,-0.122538020379081,0.152929007846383,0.230492602934093,0.318237294655429,-0.302352297231729,-0.1601521583976,-0.338032440905765,-0.631591510571447,0.1182817544017,0.407032033173426,-0.684160750243257,-0.00276326864967013,0.788333016097984,0.590937406637485,0.273321238323182,-1.33990456399493,0.23647413103948,-0.110061671728519,-0.680262009902952,0.325874542491797,-0.730689101340929,-0.00838184975718448,0.0548077240161107,-0.0182020595490278,0.126740682147588,0.0712230050621388,-0.299961549572887,-0.904566880920285,-0.0994370655730542,-0.457637752077232,2.03791593698139,-1.72497558815928,0.577978236958395
"Gene_005",0.758312198278644,-0.1523639107868,0.727590340323827,0.825189002287795,-0.0700134428663681,0.713717154085465,0.161553397067522,0.371011488447315,1.04355764904078,-0.99905467576904,-0.0928978796054308,1.59461610976449,0.217688920999852,-0.0427820666695295,0.479566868208203,0.828727368232538,-0.510295283873863,-1.23311106909479,-1.39457336527862,0.953121808147121,0.303158209086016,-0.772990223005663,-0.42395911136351,0.979557940324683,0.773945658714929,0.0382949639069879,-0.381969600017009,-0.908965839494032,0.480186914382448,-0.547190056210411,0.525952048136743,0.740916719118962,0.550997266386036,0.19412527106922,1.02141590626446,-1.43631891864441,-0.893679611948916,-0.291001955744358,-2.01080082242926,-0.201457996451772,0.534077822892925,-0.519168841398993,-0.475995462975559,-0.135620372657609,-1.68210020039663,-0.398673788325097,-2.03130020240725,1.345258218297,-0.152194685580639,0.653219658351851,0.629635304901885,-0.525581602672507,0.461585677750503,0.695753862431098,0.709465739457213,-0.572081093861497,0.133797143810036,-0.0882926668381474,-2.5716415886697,0.530446152111927,-0.535998028916258,0.747695385236524,0.40130267673549,1.26512598839067,0.312355214038345,0.9713234023933,0.754565152024518,0.773886633999252,-0.16311830817613,0.475266007991326,-0.312439077993926,0.186671077501062,0.31444526386929,-1.22267982481259,-0.0262465342213783,-0.0842118728569757,-0.131397126868282,0.596013961700447,-1.18662328425064,-0.585801075832992,0.975190308373539,-0.49806807478168,0.646781549541429,-0.374229571939582,-0.168859340254175,0.156455790349835,-0.427312191447336,-0.13326253063149,0.421812632237005,0.350715400268307,0.457341876919893,-0.912985235369836,0.725304798981557,0.492424837811912,-1.40329812917215,-0.808058652807976,-1.12902382947437,-2.03576096575375,-0.0939798547270818,0.504086956159563,0.920466906902952,0.868928508391858,-1.14623681153725,1.02709553780505,-0.933409378263265,-0.249791288549559,-0.876747310619399,-0.636994748960826,0.436089732561415,-0.0595509909967298,-0.145573898518551,0.934350842697729,-0.341694719950441,-0.593121362909368,-0.695688172320361,-0.489756021371536,0.356435599645587,1.55050450458696,-1.18493780079906,-0.495703918485679
"Gene_006",1.79851694166422,0.0601292059728691,0.254848079682126,0.885112644165658,0.648556483601841,0.584595090538322,2.13368828014082,-0.649662138534429,2.05753122333606,-0.447821088383851,1.62620466824031,2.72373153789408,-1.4715676851956,-0.660990573997214,-0.347093758046396,1.12873953501824,-0.388635824122785,-3.49366749675556,-2.42347983570715,1.58033702716241,-0.823783734611963,-1.26849394427944,-0.788977775418685,0.55738677532066,1.13252414049495,-0.187560708096131,-0.573084099306947,-2.23948845846423,0.693254330166895,-0.99612259551302,-0.261128792126527,-0.134718443535054,1.06350423087857,-0.638483824378229,-0.536977008844792,-1.90143000621013,-0.723930137882175,-0.366922042066856,-2.79540367955059,0.145535444423585,0.54785429250651,-0.439954448773895,0.863881307739976,-0.808247498169637,-1.25891858837933,0.300278297579551,-1.21695360141161,1.28880272153775,-0.993167013332705,0.944939098353407,1.15742438530146,-1.41877397412753,1.78406341871822,0.251342094441327,0.561038847505575,0.170960441686449,0.899221334152926,0.281095831248612,-4.09493409518238,0.28721130669239,-0.551918831417822,0.558474545714624,0.0769176022576171,1.06852011932962,-0.484006429203651,1.25859546683381,0.0701865452496722,1.29441685802681,0.937318652912339,1.79248503435469,-1.11364292226221,-0.026723077648214,1.20877760446101,-1.16658315836002,-0.622687756370349,0.156116182236121,-0.230808650846097,-0.0507876243335891,-0.998799866560468,-1.82759883686171,2.14756640307375,0.669986551418819,0.21411178068993,-0.244938299001662,-2.10649742518713,0.57503787869678,-0.485284403260023,0.113766672923208,1.76687332293461,1.23008227033392,1.09527296647363,0.267894371912963,1.28039878103068,1.76997877542524,-2.42731422179474,-1.50336654730595,-1.38333084048977,-1.35874535013082,-0.494612062631753,2.38422586143818,0.154650823290198,1.12738721362661,-1.32561648793941,1.87172624042909,-0.954296210313806,0.496971143302105,-0.940479751445567,-1.18724956372318,0.271212010598126,0.141131198282068,-0.0364609084302204,0.462807855733067,-0.585227713667063,-0.213008561420291,-2.98541508790076,-1.01983603606318,-0.43668466639823,3.04423300079936,-1.15126944980181,-0.338749082732358
"Gene_007",1.37654610027414,-0.752328227856626,-0.287782430384647,0.296955193761283,0.324073427982203,-0.692379739834237,0.736617570363245,-0.693144621493438,2.00214639157694,0.315393968329166,0.449421337886824,1.97093317146862,-1.15563422976625,-0.763016949286406,0.111932617913647,0.309167791954889,0.229725064774156,-2.06337445236724,-1.2120702061103,0.722083932757651,-0.117157673965148,-1.13313210008253,0.0123246340697526,0.999906234447806,1.39606306079361,-0.364006501395348,0.492120297936664,-0.850785336808343,0.0355566452457304,0.22458249690838,0.409460676456233,0.201320192353412,0.850942277669582,-0.529237229793724,0.424168073893845,-1.75739055993642,-0.990461217065583,0.0517348083266462,-1.30597872837087,-0.415129255753569,-0.297594248974546,0.594461652528521,1.51560914910446,-0.926377482065882,-1.66376592037038,1.63205990999521,-0.485667085864441,1.16209992354324,-0.281228774349892,1.18765040837845,0.142383651533671,0.149606391251373,1.05580889014688,0.728358515957653,-0.450320027722511,0.28990153244666,1.10305015990604,-0.0152210199797608,-1.57383535760504,1.57442934282632,0.199185574918376,0.0127751490104492,0.478825266458913,0.818927059096303,0.551092460997493,-0.515427044634809,0.288992669296366,0.823628169137707,0.788120713722085,-0.245415017002093,-0.663867282827805,0.0270883590449834,1.0907533806076,-0.443907849175623,0.155999969043247,-0.0487774860257053,0.506297374187118,0.439085847265704,-0.519421065439212,-1.160813671286,1.85908346924274,-0.115005564916475,-0.741703703103124,0.111774079275316,-0.551600128559038,0.924979399785092,-0.633827423990171,-0.25939558270267,0.0265162456568455,1.03054521270354,1.20410128680458,0.104482899364048,0.785435762700197,0.725734483498321,-0.732223996184225,-1.59124489685099,-0.586084062095321,-0.595459769013044,-0.378676486349765,-0.584600328870318,0.127375470738696,0.216621843746634,-0.121945003790427,1.36973283284466,-1.11235119068544,0.355936359751176,-1.40407035611156,-0.214058984674614,0.69570304369237,-0.0826500795639589,0.63414911883713,0.977642493037791,-0.943169956523355,-0.949295928564425,-1.68654462803614,-0.0185867812091814,0.0381463075010158,2.60413629784758,-0.358314670199992,0.639444312151797
"Gene_008",2.3509411870493,-0.693113838460112,0.0541655967997804,0.505246556958477,0.758479909193081,0.696158700696149,2.92689256339003,-1.09296146736813,2.35240448063809,0.62351859459413,1.25830786329879,2.3306316593905,-1.60569814228702,0.483966740138339,0.784327075025334,1.13897398130675,-0.0301798961679772,-3.36477617481917,-3.35751662262782,0.125408477021126,-0.0403756938101098,-2.63967993049384,0.269069254855631,1.35312303169756,1.78303519494557,0.0319907728469693,-0.26230094938733,-0.671517819749852,1.08907828388002,-0.353859711205907,1.0068185034874,0.66538719104657,1.23501189544399,-0.305572076191845,1.22038525411267,-2.06435714130306,-1.56961050647172,-0.325187495623897,-3.99586430813809,-0.167044699962633,1.44517220138066,-0.233332089352456,1.52561405328618,-0.808597743703618,-2.37533380968184,0.295111926407305,-1.03065643879656,0.517158599073839,-1.01592826894693,1.29888213056458,0.29247359041855,-1.21728170581121,2.59675629448796,0.60992038672519,0.437558834923059,-0.331722319084752,0.3182703949596,-0.713796422871071,-4.06450742306716,0.287814385631305,0.217066937893094,0.233256860335375,1.47517575719397,2.89313904948163,-1.24335927868631,1.98138943841024,0.0383579814357908,1.79389045866462,0.72341697619546,0.475852956692031,-1.28682769854713,-0.0783356994949321,0.986817476915243,-1.27362618630662,-1.00911697018258,0.732062425224086,1.8640686121646,0.627370555595455,-1.87458514112337,-1.93124821026683,1.52462112639236,-0.0961607389498899,-0.509196437931649,-1.4788020568584,-1.30416101590842,1.16971874893646,-0.423229657443318,-0.612652281978957,0.874518681395887,1.32689123698779,2.02335246291293,-0.442518593738576,0.89473784439241,2.21818244903613,-1.30850479539695,-0.901905044207054,-1.30483556420916,-1.17118993868154,-0.417776244093062,1.65039952309063,1.48069522812146,1.40097341731673,-1.33592419530949,2.31212530266329,-2.19175826572641,-0.011694722186928,-0.558669885174964,-1.03673611355745,0.533182435373992,-0.135140564286322,0.689442354927223,0.280716594485355,-1.06043888749519,-0.607951306871176,-2.15034020333028,-0.0685620856557551,-0.781824386064922,2.6904754682186,-2.51874151389418,-0.240301219497946
"Gene_009",0.988897003674758,-0.46195568894162,-0.101706067834148,-0.0643366400955971,0.30560492648818,-0.485767277364564,0.656342475795774,-0.523551949188658,0.448009257931288,0.44210517752434,0.0796199154476681,1.33042540975833,-1.06998736928311,-0.686979487126165,0.0542161598027866,0.546423272908624,0.471487310059725,-1.34055737134464,-1.45018525614896,2.0482278255476,-0.498655344477643,-1.50955476119758,-0.364837335082975,0.632123057081275,1.37262069899489,-0.0356607892490536,-0.198452614584819,-1.42597677103479,0.824012278818823,0.0959962000789644,-0.104470846187638,0.742225616773181,0.810761900804927,0.178046473841832,0.360546143187971,-1.54211235467216,-0.0426407310855448,-0.845848994493863,-1.10248799669811,0.857179561332344,-0.592848572402694,0.576649147964254,1.10559132956299,-0.67555830039526,-0.899885721128671,-0.0980113893854662,-0.744315104997886,1.10696830996212,-0.693615702662639,0.275837006799662,0.1102114882573,-0.491825889343983,0.982357417090193,1.16207520274602,-0.174874315771681,-0.240952355289423,0.780521476983788,0.241068581444151,-1.57576244780495,0.456696713470034,-0.913766837750802,0.636461627180864,0.556187086619284,1.26770524915861,-0.71080105742329,-0.183919132972057,-0.052253266036801,0.13422096417389,1.63238053385036,0.2011795739617,-0.698091495777829,0.480456798540255,0.662994434973448,-0.203023095701518,1.00969211957634,0.4118172540534,1.38726592068473,0.389284634188039,-1.23073235959988,-1.73594117394225,1.18081533359763,-0.353678672374028,0.0710305805628754,0.820111881190547,-0.502226217013277,0.202753078208207,-1.08515809868434,-0.503738439285977,0.240330153642311,0.807107687971126,1.02946536026139,-0.26246392160599,0.45812516726806,0.643105857207433,-0.613432368166469,-0.351247152079168,-0.415821325930594,0.0881095844661464,-0.510753289022166,1.10702297391353,1.015329074608,-0.181486139194875,-0.706194728956817,0.731302126165018,-0.84379761610689,-0.709237672640192,-0.485986831438521,-0.286912523471327,-0.0552822774135297,-0.963128927831379,0.206552520018129,0.43432916911935,0.12013524631519,0.100056224716484,-0.839688865833838,0.517829379559283,-0.728313702045966,0.915577494338015,-0.601841980024568,0.298079227686913
"Gene_010",0.804537201707753,-0.466831208889836,0.4736197614304,0.73353260005808,0.785586646266959,0.375522032981467,0.0841503275661082,0.782675084810655,1.96203653482821,-0.339058085264868,0.563706102219853,2.41699757199105,-1.02912731184171,0.299536528472745,-0.144694625673767,0.424587937254864,0.876508553546837,-3.30016707550909,-1.90115685201334,1.3265208860121,-0.0440865404718288,-1.25125815449426,-0.285898022033066,1.62667552628085,0.401029032466848,-0.772600738695422,-0.280593345139829,-1.4331317527899,0.598511078032812,-0.230151946195777,-0.362979948229565,0.609363642390601,1.15134524118663,0.140037054482763,0.377024930263535,-0.67551371117003,-0.814695659217275,-0.755966902852576,-1.99394757836337,-0.220157217203988,0.534943176965738,-0.983079300321488,0.648519032398216,-0.894586055751474,-1.44903213150312,0.947558246178996,-0.170961011078116,2.03964595205398,-0.502555410806334,0.579469893865373,-0.499224478398956,-0.867488622503921,2.23578734961421,0.344053286487481,-0.506055643858166,0.258533043864924,1.2068240771264,-0.711809889936461,-2.69828489834183,0.478659260721808,0.673272369447642,-0.148670640131216,1.2595576976232,0.986071442673888,-1.14032812841826,0.551851900862859,0.177979288135655,0.880977046874326,0.629550374195134,1.14542065216264,-0.801376721120875,-0.130393259773672,0.23438950238803,-1.46718337770036,-1.44600954384484,0.60584208622442,0.672613104703781,1.08093602931491,-0.615426760043507,-0.546216951020454,1.32006532456276,-0.187580772345858,0.220799646655662,0.066030897070583,-1.43474869736143,0.511394120938614,0.813845188088197,-0.721639987997995,1.53793054835291,0.592453833434845,1.93712757987889,-0.83060935008889,0.525619168826946,1.35072484176885,-1.01057791239336,-0.410140647391918,-1.05571159948155,-0.649179363550331,0.153923021630059,0.907380060818577,0.438980288372461,0.5683548434652,-0.317106251646808,1.84243054843588,-0.640780792508863,0.0362559345930155,0.014688504216503,-0.217017142045346,0.199154911284513,-0.720605785241882,0.865447580143548,0.475829634734162,-0.000895269109407792,-1.38590354655975,-1.43747464687627,-0.532931262532841,-1.12861286909442,2.68491965013158,-0.553133656815354,-0.158694882423895
