transcript_id,x_location,y_location,z_location,feature_name,overlaps_nucleus,cell_id,true_cell_id,true_cell_type
0,274.9873091234656,53.66539968287856,0.0,GENE22,0,-1,-1,-1
1,141.2867969816212,333.1993215631875,0.0,GENE11,0,-1,-1,-1
2,213.481599354943,240.47469511687754,0.0,GENE15,1,95,95,1
3,91.03988004133517,17.643639014827876,0.0,GENE19,0,-1,15,0
4,109.69126581591907,172.53264294442585,0.0,GENE13,1,70,70,0
5,185.5122156434339,56.29435649503212,0.0,GENE10,1,28,28,0
6,84.49933708232786,144.69329481250534,0.0,GENE19,1,58,58,0
7,278.50958512689425,200.24767387397335,0.0,GENE10,0,-1,75,3
8,147.0555431295956,187.79060097099182,0.0,GENE08,0,-1,71,0
9,219.71668779912318,22.683289574061572,0.0,GENE13,0,-1,18,2
10,232.65056216108448,162.7961025561954,0.0,GENE10,0,-1,74,0
11,-2.1448879586174687,99.54366243530175,0.0,GENE06,0,-1,33,0
12,174.15247715745366,36.50593148798673,0.0,GENE06,1,17,17,0
13,65.9632687040543,52.7941214300946,0.0,GENE08,1,24,24,3
14,289.55480172163817,278.4179563127923,0.0,GENE00,0,-1,97,3
15,322.4308305695143,156.68119469351797,0.0,GENE19,0,-1,-1,-1
16,118.64544741925333,208.78201050984995,0.0,GENE12,1,81,81,3
17,241.5223000111174,51.615268970634425,0.0,GENE12,1,30,30,2
18,64.94485535467612,236.03972530800414,0.0,GENE15,0,-1,90,3
19,313.76486182066145,269.5820928534627,0.0,GENE12,0,-1,109,3
20,279.00066381535083,246.63842117990407,0.0,GENE08,1,97,97,3
21,191.9768027899214,-5.645196107078325,0.0,GENE12,0,-1,6,2
22,65.87342757734032,186.34837502843953,0.0,GENE00,0,-1,79,1
23,251.20477435181115,301.29340470051676,0.0,GENE12,0,-1,119,3
24,2.864315743102045,72.8891298938091,0.0,GENE20,0,-1,33,0
25,9.778002120104016,216.0892383809603,0.0,GENE16,1,77,77,0
26,-12.842223321096437,179.38717492396424,0.0,GENE12,1,66,66,3
27,301.14585844869845,195.86627769032577,0.0,GENE16,0,-1,76,1
28,264.372358027205,260.2271350875595,0.0,GENE12,0,-1,108,2
29,-13.63943082303457,280.25508291250816,0.0,GENE12,0,-1,99,0
30,174.5739054829876,303.9185948850292,0.0,GENE10,0,-1,116,3
31,118.20659126418205,305.07426452410806,0.0,GENE10,1,114,114,1
32,18.727390774655547,68.12058131264322,0.0,GENE01,0,-1,34,2
33,152.6632256554071,298.00888739789997,0.0,GENE07,1,115,115,3
34,207.9929409627251,72.10080585107252,0.0,GENE07,0,-1,29,1
35,122.38792608088495,303.3760332651873,0.0,GENE03,1,114,114,1
36,10.629343272909104,43.27972562742676,0.0,GENE22,0,-1,-1,-1
37,-4.0589833209939705,64.90472795330284,0.0,GENE13,0,-1,22,0
38,153.08339643473272,234.34686743725857,0.0,GENE12,1,93,93,3
39,243.45355588779097,308.8676486076841,0.0,GENE04,0,-1,-1,-1
40,160.14426788708985,105.1006680668629,0.0,GENE15,1,39,39,1
41,4.8233994345929645,271.76077403159684,0.0,GENE14,0,-1,110,1
42,113.45385856920767,140.83186659728668,0.0,GENE07,1,59,59,0
43,138.77468294464126,100.73504909276973,0.0,GENE15,0,-1,49,1
44,-7.107831412420548,257.44358142611765,0.0,GENE03,0,-1,-1,-1
45,192.31166198542968,51.71401642563841,0.0,GENE13,0,-1,28,0
46,121.61427187694552,16.601884140509874,0.0,GENE00,0,-1,-1,-1
47,61.18113099575235,51.90350068889811,0.0,GENE21,1,24,24,3
48,12.443615381213586,247.13873467570107,0.0,GENE12,0,-1,88,2
49,-1.9136102284275671,300.167691635485,0.0,GENE14,1,110,110,1
50,228.894990985547,122.73009196629503,0.0,GENE12,1,52,52,3
51,0.4676432877333435,157.7747923241214,0.0,GENE12,1,55,55,3
52,300.30853004090073,257.7791436769955,0.0,GENE13,0,-1,109,3
53,247.81697402137172,233.46795833524106,0.0,GENE15,0,-1,85,1
54,73.45755282266187,246.53449651825287,0.0,GENE01,0,-1,91,1
55,266.8955402255822,274.6392670856438,0.0,GENE02,0,-1,108,2
56,37.96159937403322,151.46938674218922,0.0,GENE00,1,56,56,3
57,1.904885049080658,0.6219842691168687,0.0,GENE13,1,0,0,0
58,239.18076118660596,204.7538075100161,0.0,GENE00,1,85,85,1
59,113.213437429135,143.99421818331862,0.0,GENE11,1,59,59,0
60,109.34285401478178,127.56350918285472,0.0,GENE09,0,-1,48,2
61,266.1830746820809,63.09243150281684,0.0,GENE20,1,31,31,0
62,199.38426369916286,8.835143821447074,0.0,GENE18,0,-1,7,2
63,5.034066700696471,111.3820123654895,0.0,GENE01,1,44,44,1
64,28.858319685140792,-22.88902848956425,0.0,GENE05,0,-1,1,1
65,205.44802345535726,17.681844348413627,0.0,GENE02,1,7,7,2
66,279.9128341517454,242.90958280430795,0.0,GENE12,0,-1,97,3
67,74.2340217294555,234.26996410328795,0.0,GENE07,0,-1,90,3
68,130.43837785982507,200.9548021876175,0.0,GENE12,0,-1,81,3
69,212.20881268961205,294.0579986275308,0.0,GENE10,1,117,117,3
70,153.09627631450297,216.85435326492004,0.0,GENE07,0,-1,82,0
71,6.299406807005613,151.5844283987645,0.0,GENE21,0,-1,55,3
72,308.7926071620203,143.74619580092812,0.0,GENE20,0,-1,65,0
73,33.62634116809603,76.03944836479637,0.0,GENE02,0,-1,34,2
74,124.32032248374567,96.4083931054193,0.0,GENE00,0,-1,-1,-1
75,222.28685586707337,97.64472070781648,0.0,GENE05,1,40,40,2
76,88.59225802238726,267.2888472943815,0.0,GENE15,0,-1,102,1
77,136.83852930978333,284.46113379907797,0.0,GENE07,0,-1,115,3
78,54.49646944786005,267.4021206930585,0.0,GENE18,1,101,101,2
79,117.03576569975931,88.44894859764973,0.0,GENE03,1,37,37,2
80,143.72186702810617,126.83386705641144,0.0,GENE05,1,49,49,1
81,177.13564133237486,223.87987167908884,0.0,GENE02,0,-1,83,2
82,49.49227225637607,63.452489771963016,0.0,GENE22,0,-1,-1,-1
83,266.74059318034944,69.18769556239556,0.0,GENE19,0,-1,31,0
84,-20.27475455454027,162.38895957755324,0.0,GENE10,0,-1,-1,-1
85,236.0085580136174,31.42484522031991,0.0,GENE15,0,-1,19,2
86,265.7146336825084,287.48277294819303,0.0,GENE13,0,-1,119,3
87,-19.67661942280192,54.02463626864112,0.0,GENE11,0,-1,-1,-1
88,4.652655497986785,1.7204500399358094,0.0,GENE13,1,0,0,0
89,47.0769400094096,141.42774882384128,0.0,GENE21,0,-1,56,3
90,305.13334494216286,68.0008584130942,0.0,GENE07,0,-1,32,1
91,268.69696149947305,37.16288596921676,0.0,GENE12,1,20,20,3
92,243.01624780259948,203.56160870598987,0.0,GENE17,1,85,85,1
93,164.3765256971112,3.7031908873554364,0.0,GENE01,0,-1,5,2
94,144.18337907386456,25.287165167461925,0.0,GENE00,1,16,16,1
95,319.8627770499911,324.25268296860366,0.0,GENE05,0,-1,-1,-1
96,-3.2142466316590523,151.25967702347972,0.0,GENE21,0,-1,55,3
97,11.40961290997753,250.65772397995391,0.0,GENE12,0,-1,88,2
98,205.1741685434706,297.17565000157805,0.0,GENE15,0,-1,117,3
99,202.83153767506306,217.47923324598312,0.0,GENE15,1,84,84,1
100,233.85659629594136,77.17332458298333,0.0,GENE13,0,-1,30,2
101,296.89041007205196,268.4798250608635,0.0,GENE13,1,109,109,3
102,233.05576944600884,83.71500221108215,0.0,GENE23,0,-1,40,2
103,64.31013238660961,264.87342766172105,0.0,GENE11,0,-1,90,3
104,231.25405868961764,138.05216300114543,0.0,GENE21,0,-1,52,3
105,138.09032966967925,315.95455231492315,0.0,GENE15,0,-1,114,1
106,47.11384571829946,207.8022469261127,0.0,GENE03,0,-1,79,1
107,67.97680669934216,301.8445340001687,0.0,GENE20,0,-1,113,0
108,178.32060933808853,58.24070163091873,0.0,GENE12,1,28,28,0
109,298.28012045786994,191.24583836793542,0.0,GENE16,1,76,76,1
110,243.40304905041356,9.023600480588847,0.0,GENE06,0,-1,8,0
111,-2.328979124879929,156.49368453339213,0.0,GENE03,1,55,55,3
112,241.28339802768645,48.42866941767846,0.0,GENE03,0,-1,30,2
113,169.41978322854982,111.37943354450756,0.0,GENE06,0,-1,50,0
114,246.2638249337315,266.1683372503176,0.0,GENE05,1,107,107,1
115,-7.232904073916268,278.48118764428443,0.0,GENE11,1,99,99,0
116,85.80212558275042,243.84794161508012,0.0,GENE15,0,-1,91,1
117,157.20425895397358,301.7830087506821,0.0,GENE21,1,115,115,3
118,306.31183193696654,131.18450629602128,0.0,GENE06,0,-1,65,0
119,110.70004407672256,24.4920612011585,0.0,GENE07,0,-1,15,0
120,290.9669843640164,100.986081775897,0.0,GENE12,0,-1,43,3
121,303.09470277896594,185.94014751840433,0.0,GENE03,0,-1,-1,-1
122,-2.6409746668230856,156.2015127310694,0.0,GENE08,1,55,55,3
123,167.87594053088532,297.94368458917006,0.0,GENE08,1,116,116,3
124,133.0757316172658,124.59399188968834,0.0,GENE00,0,-1,49,1
125,19.081960846378642,123.97108242178726,0.0,GENE00,0,-1,45,1
126,130.52765855443226,44.53408642257501,0.0,GENE18,0,-1,26,2
127,190.93443042970304,290.46193249546707,0.0,GENE15,0,-1,105,1
128,214.57462276229253,29.80102236856295,0.0,GENE22,1,18,18,2
129,141.1310457833819,137.15945875451752,0.0,GENE21,0,-1,49,1
130,264.81169235812513,187.09962889668122,0.0,GENE10,0,-1,75,3
131,64.74645473708738,144.0213675518815,0.0,GENE11,0,-1,57,0
132,42.33617905340889,53.773440845190336,0.0,GENE15,0,-1,12,3
133,87.54401301965036,2.447782395085798,0.0,GENE08,1,3,3,3
134,75.0183163063759,187.46029183220446,0.0,GENE12,0,-1,68,3
135,10.577575574185474,205.10122886773962,0.0,GENE11,0,-1,-1,-1
136,316.794183804029,193.18273543214502,0.0,GENE21,0,-1,87,3
137,119.3309674695046,256.90909098419803,0.0,GENE01,1,103,103,1
138,262.0860966153392,-16.750142984096478,0.0,GENE13,0,-1,9,0
139,71.26933143045412,120.2456006602787,0.0,GENE03,0,-1,47,2
140,56.2301810396543,284.8960355183298,0.0,GENE12,0,-1,101,2
141,82.0621384053592,247.2066187216535,0.0,GENE01,0,-1,102,1
142,318.61283863625613,39.39262157174015,0.0,GENE17,0,-1,-1,-1
143,69.2952351913733,235.88900949866186,0.0,GENE15,1,91,91,1
144,132.83633093137672,21.311088215623588,0.0,GENE07,0,-1,16,1
145,265.9651574340212,106.03381756791615,0.0,GENE03,0,-1,42,1
146,209.35292697003112,62.82889964769875,0.0,GENE15,1,29,29,1
147,81.3066684869109,303.65388705616783,0.0,GENE02,0,-1,113,0
148,122.30266728701176,48.60856155272925,0.0,GENE12,0,-1,26,2
149,64.63117686478381,43.369578099811896,0.0,GENE12,0,-1,24,3
150,186.87307020983837,248.73754872312696,0.0,GENE05,0,-1,-1,-1
151,204.21548724943497,15.853652339790159,0.0,GENE10,1,7,7,2
152,50.22362365408242,292.61701683288646,0.0,GENE02,1,112,112,2
153,1.1778120807612424,186.08527701653165,0.0,GENE15,0,-1,66,3
154,240.17327477086909,-6.307690683204472,0.0,GENE19,0,-1,9,0
155,225.94218010805216,323.9735133651365,0.0,GENE07,0,-1,118,0
156,153.260919039153,-0.5965246947334886,0.0,GENE06,1,5,5,2
157,196.50632486209454,258.1635871299485,0.0,GENE16,0,-1,106,0
158,247.6268387865792,75.8787233240303,0.0,GENE10,0,-1,31,0
159,272.57273962356555,41.39022884225486,0.0,GENE11,0,-1,-1,-1
160,76.03314860757077,119.75223075428096,0.0,GENE15,0,-1,46,1
161,253.17587367405864,-11.03211018670558,0.0,GENE13,0,-1,9,0
162,110.27192325708072,190.20232512948917,0.0,GENE13,0,-1,70,0
163,62.23108865855098,32.60683640287563,0.0,GENE12,1,13,13,3
164,181.90038557259516,180.44616187688607,0.0,GENE21,1,72,72,3
165,203.94357376596815,8.220273777707074,0.0,GENE18,1,7,7,2
166,123.73968999558274,92.49243197739158,0.0,GENE20,1,37,37,2
167,-2.2323394133171144,89.5304168335208,0.0,GENE10,1,33,33,0
168,264.2165703956095,150.55562127111295,0.0,GENE21,0,-1,64,3
169,298.90340409754646,197.47230482387147,0.0,GENE10,0,-1,87,3
170,145.3959345583691,182.96825704710497,0.0,GENE20,1,71,71,0
171,204.8307890633565,209.07788794495667,0.0,GENE20,1,84,84,1
172,202.41996859739652,213.84452867202944,0.0,GENE15,1,84,84,1
173,197.7879919877093,209.35661977506157,0.0,GENE21,0,-1,-1,-1
174,249.1850566249563,209.6851065172737,0.0,GENE12,0,-1,-1,-1
175,134.36315981614877,5.63920443022751,0.0,GENE10,0,-1,5,2
176,285.6732533255211,103.94676787741435,0.0,GENE08,0,-1,53,3
177,67.9248848521908,92.48492400134134,0.0,GENE14,0,-1,-1,-1
178,197.91820217286403,310.88801301055366,0.0,GENE10,0,-1,-1,-1
179,-18.519409745166826,287.79698381507467,0.0,GENE12,0,-1,99,0
180,112.02837457394389,265.89216116783365,0.0,GENE01,0,-1,103,1
181,5.339066533919484,112.23670934071156,0.0,GENE16,1,44,44,1
182,297.03723629388816,205.47185622523776,0.0,GENE10,1,87,87,3
183,56.19778814007124,85.19835073920247,0.0,GENE07,1,35,35,0
184,221.19155069632265,300.18673222836765,0.0,GENE20,0,-1,118,0
185,154.1747484278589,296.79056377061863,0.0,GENE14,0,-1,-1,-1
186,108.0033203375982,118.43441560380093,0.0,GENE12,1,48,48,2
187,264.3486843380645,200.71263678345156,0.0,GENE10,1,75,75,3
188,35.499973233818594,160.8967797788318,0.0,GENE12,0,-1,56,3
189,301.55272027414736,199.78812052802317,0.0,GENE13,1,87,87,3
190,41.75529827215459,300.1927165672477,0.0,GENE12,0,-1,111,2
191,100.11809386211131,183.27501951890628,0.0,GENE13,0,-1,70,0
192,-4.975248500314405,92.4740938844296,0.0,GENE12,1,33,33,0
193,63.21483338845435,289.31710613629105,0.0,GENE15,0,-1,-1,-1
194,97.26864533319139,259.46230717709204,0.0,GENE15,0,-1,102,1
195,146.20356644218373,127.68547859214934,0.0,GENE01,1,49,49,1
196,189.06611020017178,15.052972005771874,0.0,GENE23,0,-1,6,2
197,267.83175803487137,0.853027929554774,0.0,GENE11,1,9,9,0
198,4.115845803023468,285.791436097794,0.0,GENE17,0,-1,-1,-1
199,292.1786496799569,150.37420256646985,0.0,GENE06,0,-1,65,0
200,137.49132774854084,31.78102849183758,0.0,GENE21,0,-1,16,1
201,137.9959143847741,228.93802922706624,0.0,GENE12,0,-1,81,3
202,8.04423474002586,296.4011006262558,0.0,GENE00,0,-1,110,1
203,177.8318917925844,217.0723131863535,0.0,GENE02,1,83,83,2
204,183.29800267642398,50.35200279508255,0.0,GENE06,1,28,28,0
205,119.75617022921637,204.87490667599357,0.0,GENE12,1,81,81,3
206,208.9527199855508,189.14151995000222,0.0,GENE19,0,-1,73,0
207,233.1138856757291,146.49532634723292,0.0,GENE15,0,-1,63,1
208,175.47467505895708,271.96432550434923,0.0,GENE14,1,105,105,1
209,308.0020073433198,31.279152497677643,0.0,GENE06,1,21,21,0
210,27.497444858442613,81.53128511307865,0.0,GENE02,1,34,34,2
211,80.33359760538991,41.32392435713608,0.0,GENE21,0,-1,-1,-1
212,52.89900484658898,8.881121788793562,0.0,GENE12,0,-1,2,2
213,232.27711974234046,275.3461234753839,0.0,GENE15,0,-1,107,1
214,21.59548261304753,178.69432400762594,0.0,GENE13,0,-1,67,0
215,106.17721309264292,-6.7746771135009825,0.0,GENE20,0,-1,4,1
216,272.52866872092994,84.62885978871017,0.0,GENE15,0,-1,42,1
217,218.14240290274708,106.25208799900209,0.0,GENE02,0,-1,40,2
218,219.41786342640364,174.23476880660746,0.0,GENE13,0,-1,-1,-1
219,181.6398590636949,50.4045718708732,0.0,GENE21,1,28,28,0
220,157.57307342324322,310.7686864002018,0.0,GENE01,0,-1,116,3
221,209.14840179808908,294.21545691085146,0.0,GENE07,0,-1,117,3
222,98.10933750047067,292.25155556781965,0.0,GENE14,0,-1,114,1
223,84.2921230044599,19.447494709039894,0.0,GENE03,1,14,14,2
224,111.86086537980117,-0.3142143791451597,0.0,GENE21,0,-1,4,1
225,76.99573431519369,230.96093601982002,0.0,GENE15,1,91,91,1
226,298.5023707241866,196.44930739652122,0.0,GENE21,0,-1,87,3
227,116.42919965663204,158.55283992088275,0.0,GENE12,0,-1,59,0
228,-15.769559961810039,281.4268164847227,0.0,GENE07,0,-1,99,0
229,157.17650776686958,257.058232088363,0.0,GENE07,0,-1,104,0
230,167.84623982753885,303.914992275357,0.0,GENE13,0,-1,116,3
231,211.87400076412337,292.88083981921085,0.0,GENE12,1,117,117,3
232,259.49059709002915,62.103034940459395,0.0,GENE12,0,-1,30,2
233,162.41284874845505,312.4614299458799,0.0,GENE19,0,-1,115,3
234,-20.297024880428573,281.7004236914623,0.0,GENE19,0,-1,99,0
235,298.97799408852796,-5.694267709300142,0.0,GENE05,1,10,10,3
236,167.71935778166232,45.6630816349606,0.0,GENE06,0,-1,17,0
237,274.3174490670408,248.22933383237458,0.0,GENE21,1,97,97,3
238,255.83780106836517,259.7107274399248,0.0,GENE00,0,-1,107,1
239,239.25956808731465,201.53153492626402,0.0,GENE01,1,85,85,1
240,52.73827884430076,270.1070802461167,0.0,GENE18,1,101,101,2
241,29.778405253553718,253.30200061155296,0.0,GENE11,0,-1,89,0
242,227.31192545901814,310.4082384039169,0.0,GENE06,1,118,118,0
243,193.61506014935742,275.43363838975915,0.0,GENE06,1,106,106,0
244,93.70477392204234,311.80638363398907,0.0,GENE14,0,-1,113,0
245,49.71157403553198,209.60990986893674,0.0,GENE22,0,-1,78,2
246,24.080220565151077,174.4830344283758,0.0,GENE20,1,67,67,0
247,-15.69922029116201,53.77032053769743,0.0,GENE06,0,-1,-1,-1
248,299.976633202551,89.43673783502389,0.0,GENE12,0,-1,43,3
249,-2.0695663653381686,325.55054497476306,0.0,GENE08,0,-1,-1,-1
250,60.2641602588576,32.39966652665123,0.0,GENE01,0,-1,14,2
251,203.56768321784205,269.95292366649574,0.0,GENE22,0,-1,-1,-1
252,76.58497183413566,180.5757244202286,0.0,GENE21,1,68,68,3
253,90.44942801898517,5.997930175442904,0.0,GENE12,0,-1,3,3
254,285.89184306073076,279.1252491535503,0.0,GENE13,0,-1,109,3
255,88.94598013924961,144.23176916220424,0.0,GENE07,1,58,58,0
256,72.4726497368092,245.5923950083116,0.0,GENE00,0,-1,91,1
257,222.06091357151286,28.987565870678658,0.0,GENE02,0,-1,18,2
258,302.78148243456894,202.83033660518484,0.0,GENE19,1,87,87,3
259,175.1698291375539,314.1825696196801,0.0,GENE12,0,-1,116,3
260,74.32841257949984,62.66354744952883,0.0,GENE15,0,-1,24,3
261,211.90681485374168,293.4388555745965,0.0,GENE00,1,117,117,3
262,141.32297833752662,306.30157116718374,0.0,GENE13,0,-1,115,3
263,184.8078796486592,151.09158377515328,0.0,GENE02,0,-1,62,0
264,187.71357285795293,182.58263452188527,0.0,GENE19,0,-1,73,0
265,115.5778945539604,308.43296666222494,0.0,GENE00,1,114,114,1
266,190.14271852973906,272.47859098525015,0.0,GENE01,0,-1,105,1
267,234.67249693480053,87.995663067628,0.0,GENE16,1,41,41,0
268,147.3810602406015,230.36038653928696,0.0,GENE01,0,-1,93,3
269,-5.975146842771187,269.0543322219534,0.0,GENE06,1,99,99,0
270,270.11572819854996,97.92433254861916,0.0,GENE21,0,-1,53,3
271,297.9184062577792,260.07098591426944,0.0,GENE21,0,-1,109,3
272,216.50239705775837,292.81815548377875,0.0,GENE00,0,-1,117,3
273,52.546351161367035,188.24292599658992,0.0,GENE14,0,-1,79,1
274,131.2713659389021,75.45811940109077,0.0,GENE15,0,-1,26,2
275,-1.6114665301224294,158.99234205066887,0.0,GENE08,0,-1,55,3
276,310.92424212698074,56.00318639798973,0.0,GENE15,0,-1,32,1
277,297.71946956535834,84.67986279542552,0.0,GENE12,0,-1,43,3
278,39.48895394791623,132.3727378081631,0.0,GENE12,0,-1,-1,-1
279,204.4570471169161,61.713252001398736,0.0,GENE15,1,29,29,1
280,221.90611901301025,32.1976471861495,0.0,GENE12,0,-1,19,2
281,36.590518884367135,213.1218719938669,0.0,GENE12,1,78,78,2
282,222.17969687949272,6.609208513010472,0.0,GENE18,0,-1,-1,-1
283,67.6288997393383,28.01836785106255,0.0,GENE18,0,-1,14,2
284,180.1424877706466,191.18788554522752,0.0,GENE12,0,-1,72,3
